Scientific Name,Matched Scientific Name,Revised.CTDB.name,Latitude - original,Longitude - original,Year - parsed,turbidity,highSST,lowSST,meanSST,waveenergy
"Leptastrea transversa Klunzinger, 1879",Leptastrea transversa,Leptastrea transversa,-21.5,152.416,1976,0.06887172,27.779999,22.519999,25.22,0.026827
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.772,146.532,1976,0.11222704,28.619999,21.779999,25.599998,0.043329
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.6,146.483,1976,0.09267254,28.689999,22.09,25.699999,0.033358
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.659,146.511,1976,0.10684275,,,,0.033358
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-14.524,144.964,1976,0.11641185,28.49,23.1,25.849998,0.181785
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.873,148.143,1976,0.039745063,28.349998,23.65,25.939999,0.033531
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.657,146.503,1976,0.10684275,28.55,22.09,25.65,0.033358
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-21.2,152.566,1976,0.076359786,27.869999,22.859999,25.39,0.039754
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.567,146.48,1976,0.09267254,28.81,22.16,25.74,0.033358
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-11.694,144.028,1976,0.062372394,28,24.6,26.449999,0.158486
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.766,146.533,1976,0.11222704,28.65,21.83,25.609999,0.043329
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.68,146.59,1976,0.06353092,28.609999,22.31,25.689999,0.044006
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-13.166,143.95,1976,0.08185032,28.01,24.439999,26.38,0.082431
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-14.65,145.462,1976,0.05905779,28.33,23.93,26.17,0.159632
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-13.167,143.946,1976,0.08185032,28.01,24.42,26.359999,0.082431
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-18.73,146.69,1976,,28.519999,22.279999,25.64,0.02272
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria phrygia,Leptoria phrygia,-9.926,144.048,1976,0.09687211,27.939999,24.85,26.609999,0.419661
"Leptoseris gardineri van der Horst, 1921",Leptoseris gardineri,Leptoseris gardineri,-20.147,148.904,1979,,,,,0
"Leptoseris gardineri van der Horst, 1921",Leptoseris gardineri,Leptoseris gardineri,-18.774,146.522,1979,0.11222704,,,,0.043329
"Leptoseris gardineri van der Horst, 1921",Leptoseris gardineri,Leptoseris gardineri,-18.682,146.513,1979,0.10684275,28.71,22,25.619999,0.03283
"Leptoseris gardineri van der Horst, 1921",Leptoseris gardineri,Leptoseris gardineri,-18.595,146.489,1979,0.09267254,,,,0.033358
"Leptoseris gardineri van der Horst, 1921",Leptoseris gardineri,Leptoseris gardineri,-18.766,146.55,1979,0.094535045,28.73,21.869999,25.64,0.052587
"Leptoseris gardineri van der Horst, 1921",Leptoseris gardineri,Leptoseris gardineri,-20.976,150.527,1979,0.071129635,28.029999,21.859999,25.06,0.04255
"Leptoseris gardineri van der Horst, 1921",Leptoseris gardineri,Leptoseris gardineri,-18.551,146.488,1979,0.07264904,,,,0.045232
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.879,142.99,1979,0.18463916,29.13,25.35,27.25,0.301598
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.143,143.874,1979,0.09596497,29.05,25.49,27.439999,0.017724
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-31.539,159.061,1979,0.044356234,24.18,18.75,21.32,
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-14.826,145.721,1979,0.069430314,28.42,24.359999,26.41,0.094304
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.745,143.415,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-18.551,146.488,1979,0.07264904,,,,0.045232
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-20.07,148.922,1979,0.059541713,,,,0
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-18.77,146.51,1979,0.11222704,28.63,21.77,25.609999,0.043329
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.918,144,1979,0.09150131,27.939999,24.9,26.64,0.419661
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.755,143.846,1979,0.11162425,28.56,25.18,26.99,0.19465
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-14.693,145.657,1979,0.058236722,28.109999,24.22,26.269999,
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.912,144.066,1979,0.09687211,27.939999,24.83,26.59,0.092045
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.361,144.098,1979,0.066249594,28.51,25.43,27.119999,0.03934
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-21.116,152.766,1979,0.037419327,27.98,23.109999,25.539999,0.01469
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.166,143.833,1979,0.0987849,29.029999,25.51,27.449999,0.041054
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,-20.964,150.074,1979,0.05858842,28.08,21.63,25.09,0.141905
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-21.833,151.8,1979,0.07361401,27.63,21.81,24.92,0.007151
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.8,143.02,1979,0.11430453,28.81,24.96,26.93,0.277624
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.868,144.16,1979,0.07802746,27.789999,24.88,26.529999,0.025527
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.747,143.411,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-11.694,144.028,1979,0.062372394,28,24.6,26.449999,0.158486
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.918,144,1979,0.09150131,27.939999,24.9,26.64,0.419661
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-18.76,146.69,1979,,28.59,22.07,25.619999,0.033244
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-13.257,143.949,1979,0.06352097,27.96,24.439999,26.33,0.082431
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-21.737,152.415,1979,0.063178934,27.66,22.09,24.939999,0.249797
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-14.368,145.373,1979,0.037831426,28.189999,24.31,26.26,0.130526
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.745,143.415,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.912,144.018,1979,0.09150131,27.949999,24.869999,26.63,0.419661
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.893,144.181,1979,0.0851733,27.74,24.869999,26.519999,0.025527
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-14.65,145.462,1979,0.05905779,28.33,23.93,26.17,0.159632
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-18.682,146.513,1979,0.10684275,28.71,22,25.619999,0.03283
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.666,143.116,1979,0.23591909,28.949999,25.07,27.22,0
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-14.4251,144.8154,1979,0.08600134,28.32,23.23,25.93,0.06581
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.143,143.874,1979,0.09596497,29.05,25.49,27.439999,0.017724
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-18.73,146.69,1979,,28.519999,22.279999,25.64,0.02272
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-20.975,150.515,1979,0.071129635,28.05,21.81,25.06,0.04255
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-14.693,145.657,1979,0.058236722,28.109999,24.22,26.269999,
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-18.659,146.511,1979,0.10684275,,,,0.033358
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.913,144.031,1979,0.09150131,27.949999,24.859999,26.619999,0.419661
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-18.774,146.522,1979,0.11222704,,,,0.043329
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-18.595,146.489,1979,0.09267254,,,,0.033358
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-14.68,145.472,1979,0.05905779,28.33,23.74,26.119999,0.190269
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-18.512,147.538,1979,0.042883173,28.33,23.64,26.029999,0.044849
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-14.597,145.623,1979,0.06994386,28.24,24.42,26.359999,0.164298
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.166,143.833,1979,0.0987849,29.029999,25.51,27.449999,0.041054
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-18.659,146.56,1979,0.06353092,28.63,22.23,25.71,0.016828
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-20.943,150.072,1979,0.05858842,28.099998,21.65,25.1,0.152254
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-21.5,152.416,1979,0.06887172,27.779999,22.519999,25.22,0.026827
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,-13.166,143.95,1979,0.08185032,28.01,24.439999,26.38,0.082431
"Leptoseris papyracea (Dana, 1846)",Leptoseris papyracea,Leptoseris papyracea,-19.138,146.879,1979,0.120502904,28.82,21.029999,25.35,0.018281
"Leptoseris papyracea (Dana, 1846)",Leptoseris papyracea,Leptoseris papyracea,-18.516,147.53,1979,0.042883173,28.33,23.64,26.029999,0.044849
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.6,146.483,1979,0.09267254,28.689999,22.09,25.699999,0.033358
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.659,146.511,1979,0.10684275,,,,0.033358
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-9.912,144.018,1979,0.09150131,27.949999,24.869999,26.63,0.419661
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-18.774,146.522,1979,0.11222704,,,,0.043329
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.567,146.48,1979,0.09267254,28.81,22.16,25.74,0.033358
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-21.116,152.766,1979,0.037419327,27.98,23.109999,25.539999,0.01469
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-23.449,151.905,1979,0.06308836,26.93,21.199999,24.019999,0.052519
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.776,146.6667,1979,,28.68,21.9,25.63,0.033244
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-13.169,143.942,1979,0.08185032,28.01,24.42,26.359999,0.082431
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.682,146.513,1979,0.10684275,28.71,22,25.619999,0.03283
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-11.739,144.101,1979,0.07918236,28.119999,24.529999,26.43,
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-20.07,148.922,1979,0.059541713,,,,0
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-31.466,159.15,1979,0.043319993,24.289999,18.8,21.39,
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-20.283,149.06,1979,0.08063255,27.96,21.5,25.039999,0.260659
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.77,146.51,1979,0.11222704,28.63,21.77,25.609999,0.043329
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-14.693,145.657,1979,0.058236722,28.109999,24.22,26.269999,
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.693,146.596,1979,0.06353092,,,,0.044006
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.595,146.489,1979,0.09267254,,,,0.033358
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-9.143,143.874,1979,0.09596497,29.05,25.49,27.439999,0.017724
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-9.745,143.415,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-9.912,144.018,1979,0.09150131,27.949999,24.869999,26.63,0.419661
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-14.597,145.623,1979,0.06994386,28.24,24.42,26.359999,0.164298
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.766,146.55,1979,0.094535045,28.73,21.869999,25.64,0.052587
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-14.68,145.472,1979,0.05905779,28.33,23.74,26.119999,0.190269
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-21.737,152.415,1979,0.063178934,27.66,22.09,24.939999,0.249797
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-9.749,143.399,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-18.551,146.488,1979,0.07264904,,,,0.045232
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-9.749,143.399,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-20.147,148.904,1979,,,,,0
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-18.682,146.513,1979,0.10684275,28.71,22,25.619999,0.03283
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.659,146.56,1979,0.06353092,28.63,22.23,25.71,0.016828
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-14.925,145.702,1979,0.057310592,28.26,24.13,26.24,0.077173
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.686,146.566,1979,0.06353092,28.599998,22.21,25.67,0.044006
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.76,146.69,1979,,28.59,22.07,25.619999,0.033244
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.774,146.522,1979,0.11222704,,,,0.043329
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-9.912,144.066,1979,0.09687211,27.939999,24.83,26.59,0.092045
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-18.659,146.511,1979,0.10684275,,,,0.033358
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-9.166,143.833,1979,0.0987849,29.029999,25.51,27.449999,0.041054
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-18.766,146.55,1979,0.094535045,28.73,21.869999,25.64,0.052587
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-9.926,144.053,1979,0.09687211,27.939999,24.84,26.599998,0.092045
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,-18.551,146.488,1979,0.07264904,,,,0.045232
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,-20.147,148.904,1979,,,,,0
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-20.147,148.904,1979,,,,,0
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.76,146.69,1979,,28.59,22.07,25.619999,0.033244
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.595,146.489,1979,0.09267254,,,,0.033358
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.361,144.098,1979,0.066249594,28.51,25.43,27.119999,0.03934
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.686,146.566,1979,0.06353092,28.599998,22.21,25.67,0.044006
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.766,146.55,1979,0.094535045,28.73,21.869999,25.64,0.052587
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.774,146.522,1979,0.11222704,,,,0.043329
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.693,146.596,1979,0.06353092,,,,0.044006
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.918,144,1979,0.09150131,27.939999,24.9,26.64,0.419661
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-21.116,152.766,1979,0.037419327,27.98,23.109999,25.539999,0.01469
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.68,146.59,1979,0.06353092,28.609999,22.31,25.689999,0.044006
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.551,146.488,1979,0.07264904,,,,0.045232
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-14.65,145.462,1979,0.05905779,28.33,23.93,26.17,0.159632
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.913,144.031,1979,0.09150131,27.949999,24.859999,26.619999,0.419661
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-16.383,145.566,1979,0.09003542,28.779999,23.17,26.019999,0.022174
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.567,146.48,1979,0.09267254,28.81,22.16,25.74,0.033358
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.7757,146.6678,1979,,28.68,21.9,25.63,0.033244
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.749,143.399,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.747,143.411,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.143,143.874,1979,0.09596497,29.05,25.49,27.439999,0.017724
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.77,146.51,1979,0.11222704,28.63,21.77,25.609999,0.043329
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-21.737,152.415,1979,0.063178934,27.66,22.09,24.939999,0.249797
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.659,146.511,1979,0.10684275,,,,0.033358
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-21.5,152.416,1979,0.06887172,27.779999,22.519999,25.22,0.026827
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.6,146.483,1979,0.09267254,28.689999,22.09,25.699999,0.033358
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.666,143.116,1979,0.23591909,28.949999,25.07,27.22,0
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-14.925,145.702,1979,0.057310592,28.26,24.13,26.24,0.077173
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.939,144.023,1979,0.09150131,27.939999,24.89,26.619999,0.419661
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.755,143.846,1979,0.11162425,28.56,25.18,26.99,0.19465
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.868,144.16,1979,0.07802746,27.789999,24.88,26.529999,0.025527
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-9.745,143.415,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-20.07,148.922,1979,0.059541713,,,,0
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-23.465,151.847,1979,0.06308836,27.039999,21.09,24.039999,0.10681
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,-18.772,146.532,1979,0.11222704,28.619999,21.779999,25.599998,0.043329
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-21.833,151.8,1979,0.07361401,27.63,21.81,24.92,0.007151
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-18.766,146.533,1979,0.11222704,28.65,21.83,25.609999,0.043329
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-23.449,151.905,1979,0.06308836,26.93,21.199999,24.019999,0.052519
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-16.383,145.566,1979,0.09003542,28.779999,23.17,26.019999,0.022174
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-14.688,145.468,1979,0.05905779,28.34,23.689999,26.109999,0.190269
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-20.283,149.06,1979,0.08063255,27.96,21.5,25.039999,0.260659
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-18.6,146.483,1979,0.09267254,28.689999,22.09,25.699999,0.033358
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-21.2,152.566,1979,0.076359786,27.869999,22.859999,25.39,0.039754
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-20.943,150.072,1979,0.05858842,28.099998,21.65,25.1,0.152254
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-18.68,146.59,1979,0.06353092,28.609999,22.31,25.689999,0.044006
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-18.659,146.511,1979,0.10684275,,,,0.033358
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-14.651,145.491,1979,0.05905779,28.269999,23.93,26.17,0.159632
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-9.745,143.415,1979,0.07994187,28.91,25.369999,27.279999,0.117808
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-21.737,152.415,1979,0.063178934,27.66,22.09,24.939999,0.249797
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-18.567,146.48,1979,0.09267254,28.81,22.16,25.74,0.033358
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-18.774,146.522,1979,0.11222704,,,,0.043329
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-21.013,150.508,1979,0.071129635,28.039999,21.77,25.029999,0.04255
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-20.147,148.904,1979,,,,,0
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-20.07,148.922,1979,0.059541713,,,,0
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-21.5,152.416,1979,0.06887172,27.779999,22.519999,25.22,0.026827
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,-18.682,146.513,1979,0.10684275,28.71,22,25.619999,0.03283
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia hataii,Lobophyllia hataii,-14.65,145.462,1979,0.05905779,28.33,23.93,26.17,0.159632
