Scientific Name,Matched Scientific Name,Revised.CTDB.name,Latitude - original,Longitude - original,Year - parsed,turbidity,highSST,lowSST,meanSST,waveenergy
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-14.693,145.657,1983,0.058236722,28.109999,24.22,26.269999,
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-11.592,144.031,1983,0.073148206,27.91,24.539999,26.4,0.187238
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-10.766,143.983,1983,0.09077215,27.96,24.68,26.46,0.016214
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-29.454,159.111,1983,0.039703246,24.439999,19.31,21.92,
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-13.167,143.946,1983,0.08185032,28.01,24.42,26.359999,0.082431
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-12.783,143.702,1983,0.070740454,28.019999,24.24,26.38,0.041202
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-11.739,144.101,1983,0.07918236,28.119999,24.529999,26.43,
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-13.069,143.901,1983,0.08178229,28.029999,24.46,26.38,0.071057
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-18.73,146.69,1983,,28.519999,22.279999,25.64,0.02272
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-13.246,143.909,1983,0.06352097,27.96,24.33,26.31,0.082431
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-19.865,158.296,1983,0.03785957,27.41,23.279999,25.3,
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-26.978,153.486,1983,0.054520253,26.14,20.14,23.24,0.014867
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-13.166,143.95,1983,0.08185032,28.01,24.439999,26.38,0.082431
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-18.199,146.809,1983,0.068078116,28.349998,23.279999,25.9,0.044387
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-18.232,146.638,1983,0.05736161,28.48,23.24,25.88,0.0263
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,-14.65,145.462,1983,0.05905779,28.33,23.93,26.17,0.159632
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-11.914,143.473,1983,0.12490065,28.96,24.32,26.65,0.134963
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-14.732,145.194,1983,0.11542707,28.939999,23.109999,25.949999,0.054733
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-31.528,159.05,1983,0.044356234,24.13,18.77,21.3,
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-29.454,159.111,1983,0.039703246,24.439999,19.31,21.92,
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-29.933,159.066,1983,0.04077379,24.49,19.17,21.74,
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-29.922,153.386,1983,0.09560884,25.3,19.42,22.13,0.010144
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-26.978,153.486,1983,0.054520253,26.14,20.14,23.24,0.014867
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-29.454,159.111,1983,0.039703246,24.439999,19.31,21.92,
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-29.933,159.066,1983,0.04077379,24.49,19.17,21.74,
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-31.466,159.15,1983,0.043319993,24.289999,18.8,21.39,
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,-29.454,159.111,1983,0.039703246,24.439999,19.31,21.92,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-9.749,143.399,1983,0.07994187,28.91,25.369999,27.279999,0.117808
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-19.883,158.316,1983,0.055503912,27.41,23.289999,25.279999,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-19.333,158.666,1983,0.03431332,27.699999,23.55,25.609999,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-11.694,144.028,1983,0.062372394,28,24.6,26.449999,0.158486
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-23.886,152.424,1983,0.069237836,26.99,21.51,24.15,0.75285
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-23.605,152.159,1983,0.05991871,26.91,21.6,24.16,0.017618
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-10.766,143.983,1983,0.09077215,27.96,24.68,26.46,0.016214
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-18.199,146.809,1983,0.068078116,28.349998,23.279999,25.9,0.044387
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-9.867,143.167,1983,0.08475775,29.039999,25.269999,27.26,0.298591
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-9.775,143.86,1983,0.11162425,28.599998,25.119999,26.98,0.061519
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-19.333,158.666,1983,0.03431332,27.699999,23.55,25.609999,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-19.333,158.666,1983,0.03431332,27.699999,23.55,25.609999,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-18.766,146.533,1983,0.11222704,28.65,21.83,25.609999,0.043329
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-16.28,149.96,1983,0.027516393,28.46,24.42,26.47,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-11.592,144.031,1983,0.073148206,27.91,24.539999,26.4,0.187238
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-18.772,146.532,1983,0.11222704,28.619999,21.779999,25.599998,0.043329
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-11.766,143.833,1983,0.056718573,28.21,24.439999,26.4,0.356629
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-19.883,158.316,1983,0.055503912,27.41,23.289999,25.279999,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-14.688,145.468,1983,0.05905779,28.34,23.689999,26.109999,0.190269
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-23.619,152.168,1983,0.05991871,26.88,21.56,24.13,0.017618
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-11.914,143.473,1983,0.12490065,28.96,24.32,26.65,0.134963
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-18.232,146.638,1983,0.05736161,28.48,23.24,25.88,0.0263
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-14.524,144.964,1983,0.11641185,28.49,23.1,25.849998,0.181785
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-12.783,143.702,1983,0.070740454,28.019999,24.24,26.38,0.041202
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-17.41,155.878,1983,0.030428972,28.4,24.359999,26.38,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-23.627,152.181,1983,0.05991871,26.859999,21.55,24.13,0.017618
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-19.838,158.29,1983,0.05930855,27.4,23.279999,25.3,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-19.607,158.545,1983,0.035156228,27.5,23.199999,25.32,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-18.657,146.503,1983,0.10684275,28.55,22.09,25.65,0.033358
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-18.774,146.522,1983,0.11222704,,,,0.043329
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-13.166,143.95,1983,0.08185032,28.01,24.439999,26.38,0.082431
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-12.132,143.808,1983,0.09033148,27.96,24.49,26.33,0.07497
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-14.732,145.194,1983,0.11542707,28.939999,23.109999,25.949999,0.054733
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-26.978,153.486,1983,0.054520253,26.14,20.14,23.24,0.014867
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-19.4,158.85,1983,0.03508881,27.5,23.38,25.56,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-23.905,152.389,1983,0.069237836,26.949999,21.38,24.08,0.75285
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-14.492,144.974,1983,0.11641185,28.32,23.14,25.88,0.181785
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-21.5,152.416,1983,0.06887172,27.779999,22.519999,25.22,0.026827
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-9.77,143.898,1983,0.10283766,28.65,25.14,26.99,0.061519
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,-14.4255,144.8168,1983,0.08600134,28.349998,23.25,25.949999,0.06581
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-13.172,143.943,1983,0.08185032,28.01,24.42,26.359999,0.082431
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-18.766,146.533,1983,0.11222704,28.65,21.83,25.609999,0.043329
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-18.6,146.483,1983,0.09267254,28.689999,22.09,25.699999,0.033358
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-12.783,143.702,1983,0.070740454,28.019999,24.24,26.38,0.041202
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-18.657,146.503,1983,0.10684275,28.55,22.09,25.65,0.033358
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-18.551,146.488,1983,0.07264904,,,,0.045232
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-18.659,146.511,1983,0.10684275,,,,0.033358
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-23.886,152.424,1983,0.069237836,26.99,21.51,24.15,0.75285
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-9.918,144.03,1983,0.09150131,27.949999,24.869999,26.619999,0.419661
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-11.592,144.031,1983,0.073148206,27.91,24.539999,26.4,0.187238
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-13.067,143.903,1983,0.08178229,28.029999,24.46,26.38,0.071057
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-23.905,152.389,1983,0.069237836,26.949999,21.38,24.08,0.75285
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-23.619,152.168,1983,0.05991871,26.88,21.56,24.13,0.017618
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-18.232,146.638,1983,0.05736161,28.48,23.24,25.88,0.0263
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,-17.41,155.878,1983,0.030428972,28.4,24.359999,26.38,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-12.992,143.858,1983,0.072858445,27.939999,24.47,26.38,0.038934
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-11.914,143.473,1983,0.12490065,28.96,24.32,26.65,0.134963
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-19.333,158.666,1983,0.03431332,27.699999,23.55,25.609999,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-14.688,145.468,1983,0.05905779,28.34,23.689999,26.109999,0.190269
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-23.627,152.181,1983,0.05991871,26.859999,21.55,24.13,0.017618
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-23.619,152.168,1983,0.05991871,26.88,21.56,24.13,0.017618
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-20.966,150.083,1983,0.05858842,28.08,21.63,25.09,0.141905
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-11.587,144.031,1983,0.073148206,27.92,24.539999,26.41,0.187238
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-18.68,146.59,1983,0.06353092,28.609999,22.31,25.689999,0.044006
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-11.592,144.031,1983,0.073148206,27.91,24.539999,26.4,0.187238
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-18.232,146.638,1983,0.05736161,28.48,23.24,25.88,0.0263
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-20.975,150.515,1983,0.071129635,28.05,21.81,25.06,0.04255
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-23.55,151.66,1983,0.053365964,27.15,20.439999,23.85,0.056398
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-20.966,150.665,1983,0.06380109,27.99,21.949999,25.07,0.015397
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-14.492,144.974,1983,0.11641185,28.32,23.14,25.88,0.181785
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-18.661,146.56,1983,0.06353092,28.63,22.23,25.71,0.044006
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-13.169,143.942,1983,0.08185032,28.01,24.42,26.359999,0.082431
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-18.199,146.809,1983,0.068078116,28.349998,23.279999,25.9,0.044387
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-13.043,143.626,1983,0.07797267,28.46,23.99,26.46,0.955337
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-29.454,159.111,1983,0.039703246,24.439999,19.31,21.92,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-29.933,159.066,1983,0.04077379,24.49,19.17,21.74,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-19.865,158.296,1983,0.03785957,27.41,23.279999,25.3,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-19.333,158.666,1983,0.03431332,27.699999,23.55,25.609999,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-9.775,143.86,1983,0.11162425,28.599998,25.119999,26.98,0.061519
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-12.783,143.702,1983,0.070740454,28.019999,24.24,26.38,0.041202
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,-9.867,143.167,1983,0.08475775,29.039999,25.269999,27.26,0.298591
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.766,146.533,1983,0.11222704,28.65,21.83,25.609999,0.043329
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-11.592,144.031,1983,0.073148206,27.91,24.539999,26.4,0.187238
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.693,145.657,1983,0.058236722,28.109999,24.22,26.269999,
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-21.2,152.566,1983,0.076359786,27.869999,22.859999,25.39,0.039754
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-11.694,144.028,1983,0.062372394,28,24.6,26.449999,0.158486
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.657,146.503,1983,0.10684275,28.55,22.09,25.65,0.033358
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.524,144.964,1983,0.11641185,28.49,23.1,25.849998,0.181785
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-11.914,143.473,1983,0.12490065,28.96,24.32,26.65,0.134963
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-9.775,143.86,1983,0.11162425,28.599998,25.119999,26.98,0.061519
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-11.587,144.031,1983,0.073148206,27.92,24.539999,26.41,0.187238
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-13.172,143.943,1983,0.08185032,28.01,24.42,26.359999,0.082431
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-16.6,150.283,1983,0.030781476,28.46,24.4,26.43,0.001776
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.65,145.462,1983,0.05905779,28.33,23.93,26.17,0.159632
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-10.2,142.81,1983,0.09777178,28.93,24.939999,27.099998,0.810446
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.663,145.448,1983,0.06773445,28.4,23.8,26.15,0.340304
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.56,146.49,1983,0.09267254,,,,0.033358
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-13.167,143.946,1983,0.08185032,28.01,24.42,26.359999,0.082431
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.524,144.964,1983,0.11641185,28.49,23.1,25.849998,0.181785
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.199,146.809,1983,0.068078116,28.349998,23.279999,25.9,0.044387
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-9.867,143.167,1983,0.08475775,29.039999,25.269999,27.26,0.298591
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-13.043,143.626,1983,0.07797267,28.46,23.99,26.46,0.955337
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-20.943,150.072,1983,0.05858842,28.099998,21.65,25.1,0.152254
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-21.013,150.508,1983,0.071129635,28.039999,21.77,25.029999,0.04255
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.232,146.638,1983,0.05736161,28.48,23.24,25.88,0.0263
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-13.943,144.237,1983,0.08537894,28.33,23.529999,25.97,0.170795
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.567,146.48,1983,0.09267254,28.81,22.16,25.74,0.033358
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.597,145.623,1983,0.06994386,28.24,24.42,26.359999,0.164298
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.492,144.974,1983,0.11641185,28.32,23.14,25.88,0.181785
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-13.166,143.95,1983,0.08185032,28.01,24.439999,26.38,0.082431
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-12.992,143.858,1983,0.072858445,27.939999,24.47,26.38,0.038934
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.73,146.69,1983,,28.519999,22.279999,25.64,0.02272
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-11.739,144.101,1983,0.07918236,28.119999,24.529999,26.43,
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.4255,144.8168,1983,0.08600134,28.349998,23.25,25.949999,0.06581
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-13.169,143.942,1983,0.08185032,28.01,24.42,26.359999,0.082431
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-19.333,158.666,1983,0.03431332,27.699999,23.55,25.609999,
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-12.783,143.702,1983,0.070740454,28.019999,24.24,26.38,0.041202
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-23.627,152.181,1983,0.05991871,26.859999,21.55,24.13,0.017618
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.661,146.56,1983,0.06353092,28.63,22.23,25.71,0.044006
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-14.732,145.194,1983,0.11542707,28.939999,23.109999,25.949999,0.054733
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-10.766,143.983,1983,0.09077215,27.96,24.68,26.46,0.016214
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.659,146.511,1983,0.10684275,,,,0.033358
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.772,146.532,1983,0.11222704,28.619999,21.779999,25.599998,0.043329
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-16.6,150.283,1983,0.030781476,28.46,24.4,26.43,0.001776
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,-18.6,146.483,1983,0.09267254,28.689999,22.09,25.699999,0.033358
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-14.732,145.194,1983,0.11542707,28.939999,23.109999,25.949999,0.054733
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-29.454,159.111,1983,0.039703246,24.439999,19.31,21.92,
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-31.539,159.061,1983,0.044356234,24.18,18.75,21.32,
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-14.597,145.623,1983,0.06994386,28.24,24.42,26.359999,0.164298
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-11.587,144.031,1983,0.073148206,27.92,24.539999,26.41,0.187238
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-29.454,159.111,1983,0.039703246,24.439999,19.31,21.92,
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-31.466,159.15,1983,0.043319993,24.289999,18.8,21.39,
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-21.116,152.766,1983,0.037419327,27.98,23.109999,25.539999,0.01469
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-11.914,143.473,1983,0.12490065,28.96,24.32,26.65,0.134963
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-18.567,146.48,1983,0.09267254,28.81,22.16,25.74,0.033358
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-18.199,146.809,1983,0.068078116,28.349998,23.279999,25.9,0.044387
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-18.232,146.638,1983,0.05736161,28.48,23.24,25.88,0.0263
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-16.6,150.283,1983,0.030781476,28.46,24.4,26.43,0.001776
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-29.454,159.111,1983,0.039703246,24.439999,19.31,21.92,
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,-18.73,146.69,1983,,28.519999,22.279999,25.64,0.02272
