Name,Scientific.Name,locality,Latitude - processed,Longitude - processed,Coordinate Uncertainty in Metres - parsed,IMCRA Region - parsed,State - parsed,Year - parsed,coordinate Uncertainty In Meters,Data Resource ID
Clavarina triangularis,Paraclavarina.triangularis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina.lacrymalis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Cyphastrea microphthalma (Lamarck, 1816)",Cyphastrea.microphthalma,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Cyphastrea serailia (ForskÇè_l, 1775)",Cyphastrea.serailia,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Diaseris fragilis Alcock, 1893",Diaseris.fragilis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Echinophyllia aspera (Ellis & Solander, 1786)",Echinophyllia.aspera,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
Echinophyllia echinoporoides,Echinophyllia.echinoporoides,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
Echinophyllia orpheensis nom. nov.,Echinophyllia.orpheensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Echinopora horrida Dana, 1846",Echinopora.horrida,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Echinopora mammiformis (Nemenzo, 1959)",Echinopora.mammiformis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Euphyllia (Euphyllia) glabrescens (Chamisso & Eysenhardt, 1821)",Euphyllia.glabrescens,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
Euphyllia (Fimbriaphyllia) ancora,Euphyllia.ancora,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
Euphyllia (Fimbriaphyllia) divisa,Euphyllia.divisa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Favia favus (ForskÇè_l, 1775)",Favia.favus,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favia laxa (Klunzinger, 1879)",Favia.laxa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
Favia lizardensis,Favia.lizardensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favia matthaii Vaughan, 1918",Favia.matthaii,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
Favia maxima,Favia.maxima,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favia pallida (Dana, 1846)",Favia.pallida,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
Favia rotundata,Favia.rotundata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites abdita (Ellis & Solander, 1786)",Favites.abdita,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites complanata (Ehrenberg, 1834)",Favites.complanata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites flexuosa (Dana, 1846)",Favites.flexuosa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites halicora (Ehrenberg, 1834)",Favites.halicora,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites pentagona (Esper, 1794)",Favites.pentagona,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites russelli (Wells, 1954)",Favites.russelli,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Fungia (Pleuractis) moluccensis van der Horst, 1919",Fungia.moluccensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia.paumotensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Verrillofungia) granulosa Klunzinger, 1879",Fungia.granulosa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Verrillofungia) repanda Dana, 1846",Fungia.repanda,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Verrillofungia) scabra Doderlein, 1901",Fungia.scabra,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Galaxea cf. astreata (Lamarck, 1816)",Galaxea.astreata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea.fascicularis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Goniastrea australensis (Edwards & Haime, 1857)",Goniastrea.australensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Goniastrea edwardsi Chevalier, 1971",Goniastrea.edwardsi,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Goniastrea palauensis (Yabe, Sugiyama & Eguchi, 1936)",Goniastrea.palauensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Goniastrea pectinata (Ehrenberg, 1834)",Goniastrea.pectinata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Goniopora djiboutiensis Vaughan, 1907",Goniopora.djiboutiensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora fruticosa Saville-Kent, 1893",Goniopora.fruticosa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora lobata Edwards & Haime, 1860",Goniopora.lobata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora minor Crossland, 1952",Goniopora.minor,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
Goniopora pandoraensis,Goniopora.pandoraensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora somaliensis Vaughan, 1907",Goniopora.somaliensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora stutchburyi Wells, 1955",Goniopora.stutchburyi,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora tenuidens Quelch, 1886",Goniopora.tenuidens,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia.actiniformis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Herpolitha limax (Houttuyn, 1772)",Herpolitha.limax,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
Leptastrea bewickensis,Leptastrea.bewickensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptastrea cf. bottae (Edwards & Haime, 1849)",Leptastrea.bottae,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptastrea pruinosa Crossland, 1952",Leptastrea.pruinosa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptastrea purpurea (Dana, 1846)",Leptastrea.purpurea,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptastrea transversa Klunzinger, 1879",Leptastrea.transversa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris.explanata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Leptoseris gardineri van der Horst, 1921",Leptoseris.gardineri,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Leptoseris scabra Vaughan, 1907",Leptoseris.scabra,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris.yabei,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia.corymbosa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia.hataii,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
Lobophyllia hemprichii,Lobophyllia.hemprichii,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Lobophyllia pachysepta Chevalier, 1975",Lobophyllia.pachysepta,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Montastrea magnistellata Chevalier, 1971",Montastrea.magnistellata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Montipora undata Bernard, 1897",Montipora.undata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1983,300,dr684
"Moseleya latistellata Quelch, 1884",Moseleya.latistellata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Mycedium elephantotus (Pallas, 1766)",Mycedium.elephantotus,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
Oulophyllia bennettae,Oulophyllia.bennettae,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Oulophyllia crispa (Lamarck, 1816)",Oulophyllia.crispa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Oxypora lacera (Verrill, 1864)",Oxypora.lacera,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Pachyseris rugosa (Lamarck, 1801)",Pachyseris.rugosa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Pavona decussata (Dana, 1846)",Pavona.decussata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Pectinia lactuca (Pallas, 1766)",Pectinia.lactuca,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Pectinia paeonia (Dana, 1846)",Pectinia.paeonia,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Platygyra daedalea (Ellis & Solander, 1786)",Platygyra.daedalea,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Platygyra lamellina (Ehrenberg, 1834)",Platygyra.lamellina,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Plerogyra sinuosa (Dana, 1846)",Plerogyra.sinuosa,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Plesiastrea versipora (Lamarck, 1816)",Plesiastrea.versipora,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Podabacia crustacea (Pallas, 1766)",Podabacia.crustacea,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Porites (Porites) australiensis Vaughan, 1918",Porites.australiensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Porites (Synaraea) rus (Forskal, 1775)",Porites.rus,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Psammocora profundacella Gardiner, 1898",Psammocora.profundacella,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1975,300,dr684
"Pseudosiderastrea tayamai Yabe & Sugiyama, 1935",Pseudosiderastrea.tayami,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Scapophyllia cylindrica (Edwards & Haime, 1848)",Scapophyllia.cylindrica,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia.vitiensis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria.mesenterina,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria.stellulata,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Acropora (Acropora) valida (Dana, 1846)",Acropora.valida,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1983,300,dr684
"Anacropora forbesi Ridley, 1884",Anacropora.forbesi,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1983,300,dr684
"Blastomussa wellsi Wijsman-Best, 1973",Blastomussa.wellsi,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Caulastrea furcata Dana, 1846",Caulastrea.furcata,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina.lacrymalis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Cyphastrea microphthalma (Lamarck, 1816)",Cyphastrea.microphthalma,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Cyphastrea serailia (ForskÇè_l, 1775)",Cyphastrea.serailia,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Echinophyllia aspera (Ellis & Solander, 1786)",Echinophyllia.aspera,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
Echinophyllia echinoporoides,Echinophyllia.echinoporoides,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
Echinophyllia orpheensis nom. nov.,Echinophyllia.orpheensis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
Euphyllia (Fimbriaphyllia) ancora,Euphyllia.ancora,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
Euphyllia (Fimbriaphyllia) divisa,Euphyllia.divisa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Favia favus (ForskÇè_l, 1775)",Favia.favus,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favia laxa (Klunzinger, 1879)",Favia.laxa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
Favia lizardensis,Favia.lizardensis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
Favia maxima,Favia.maxima,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favia pallida (Dana, 1846)",Favia.pallida,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
Favia rotundata,Favia.rotundata,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favia stelligera (Dana, 1846)",Favia.stelligera,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites complanata (Ehrenberg, 1834)",Favites.complanata,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites flexuosa (Dana, 1846)",Favites.flexuosa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites pentagona (Esper, 1794)",Favites.pentagona,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Favites russelli (Wells, 1954)",Favites.russelli,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Fungia (Danafungia) horrida Dana, 1846",Fungia.horrida,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia.fungites,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Pleuractis) moluccensis van der Horst, 1919",Fungia.moluccensis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia.paumotensis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Pleuractis) scutaria Lamarck, 1801",Fungia.scutaria,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia.concinna,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Verrillofungia) repanda Dana, 1846",Fungia.repanda,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Galaxea cf. astreata (Lamarck, 1816)",Galaxea.astreata,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea.fascicularis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Goniastrea australensis (Edwards & Haime, 1857)",Goniastrea.australensis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Goniastrea palauensis (Yabe, Sugiyama & Eguchi, 1936)",Goniastrea.palauensis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Goniastrea pectinata (Ehrenberg, 1834)",Goniastrea.pectinata,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Goniopora fruticosa Saville-Kent, 1893",Goniopora.fruticosa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora lobata Edwards & Haime, 1860",Goniopora.lobata,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora tenuidens Quelch, 1886",Goniopora.tenuidens,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia.actiniformis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Herpolitha limax (Houttuyn, 1772)",Herpolitha.limax,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Hydnophora exesa (Pallas, 1766)",Hydnophora.exesa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptastrea pruinosa Crossland, 1952",Leptastrea.pruinosa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptastrea purpurea (Dana, 1846)",Leptastrea.purpurea,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptastrea transversa Klunzinger, 1879",Leptastrea.transversa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris.hawaiiensis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Leptoseris scabra Vaughan, 1907",Leptoseris.scabra,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris.yabei,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia.corymbosa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia.hataii,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
Lobophyllia hemprichii,Lobophyllia.hemprichii,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Lobophyllia pachysepta Chevalier, 1975",Lobophyllia.pachysepta,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Merulina ampliata (Ellis & Solander, 1786)",Merulina.ampliata,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Montastrea curta (Dana, 1846)",Montastrea.curta,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Montastrea valenciennesi (Edwards & Haime, 1848)",Montastrea.valenciennesi,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Moseleya latistellata Quelch, 1884",Moseleya.latistellata,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
"Mycedium elephantotus (Pallas, 1766)",Mycedium.elephantotus,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Oulophyllia crispa (Lamarck, 1816)",Oulophyllia.crispa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,300,Northeast Shelf Province,Queensland,1976,300,dr684
