Name,Scientific.Name,locality,Latitude - processed,Longitude - processed,Coordinate Uncertainty in Metres - parsed,IMCRA Region - parsed,State - parsed,Year - parsed,coordinate Uncertainty In Meters,Data Resource ID
"Favites halicora (Ehrenberg, 1834)",Favites.halicora,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Favites pentagona (Esper, 1794)",Favites.pentagona,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia.fungites,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia.paumotensis,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia.concinna,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Fungia (Verrillofungia) repanda Dana, 1846",Fungia.repanda,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea.fascicularis,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Gardineroseris planulata (Dana, 1846)",Gardineroseris.planulata,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Goniastrea edwardsi Chevalier, 1971",Goniastrea.edwardsi,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Goniastrea retiformis (Lamarck, 1816)",Goniastrea.retiformis,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Goniopora lobata Edwards & Haime, 1860",Goniopora.lobata,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Goniopora minor Crossland, 1952",Goniopora.minor,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Goniopora tenuidens Quelch, 1886",Goniopora.tenuidens,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Halomitra pileus (Linnaeus, 1758)",Halomitra.pileus,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Hydnophora exesa (Pallas, 1766)",Hydnophora.exesa,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Hydnophora microconos (Lamarck, 1816)",Hydnophora.microconos,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Hydnophora rigida (Dana, 1846)",Hydnophora.rigida,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Leptastrea purpurea (Dana, 1846)",Leptastrea.purpurea,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Leptoria phrygia (Ellis & Solander, 1786)",Leptoria.phrygia,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Leptoseris mycetoseroides Wells, 1954",Leptoseris.mycetoseroides,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia.hataii,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
Lobophyllia hemprichii,Lobophyllia.hemprichii,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Merulina ampliata (Ellis & Solander, 1786)",Merulina.ampliata,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Montastrea curta (Dana, 1846)",Montastrea.curta,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Montastrea magnistellata Chevalier, 1971",Montastrea.magnistellata,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Mycedium elephantotus (Pallas, 1766)",Mycedium.elephantotus,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Oxypora lacera (Verrill, 1864)",Oxypora.lacera,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pavona decussata (Dana, 1846)",Pavona.decussata,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Pavona varians Verrill, 1864",Pavona.varians,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Platygyra daedalea (Ellis & Solander, 1786)",Platygyra.daedalea,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Platygyra lamellina (Ehrenberg, 1834)",Platygyra.lamellina,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Platygyra sinensis (Edwards & Haime, 1849)",Platygyra.sinensis,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1976,2000,dr684
"Pocillopora damicornis (Linnaeus, 1758)",Pocillopora.damicornis,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Pocillopora eydouxi Edwards & Haime, 1860",Pocillopora.eydouxi,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Pocillopora verrucosa (Ellis & Solander, 1786)",Pocillopora.verrucosa,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Pocillopora woodjonesi Vaughan, 1918",Pocillopora.woodjonesi,"Front, Tijou Reef, 10m below reef crest (Fig. 86).",-13.16,143.95,3000,Northeast Shelf Transition,Queensland,1975,3000,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Porites (Porites) mayeri Vaughan, 1918",Porites.mayeri,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Porites (Porites) nigrescens Dana, 1848",Porites.nigrescens,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1981,2000,dr684
"Psammocora haimeana Edwards & Haime, 1851",Psammocora.haimeana,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha.robusta,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Seriatopora caliendrum Ehrenberg, 1834",Seriatopora.caliendrum,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Seriatopora hystrix Dana, 1846",Seriatopora.hystrix,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Stylocoeniella armata (Ehrenberg, 1834)",Stylocoeniella.armata,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Stylophora pistillata Esper, 1797",Stylophora.pistillata,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1975,2000,dr684
"Symphyllia agaricia Edwards & Haime, 1849",Symphyllia.agaricia,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Symphyllia cf. recta (Dana, 1846)",Symphyllia.recta,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Symphyllia radians Edwards & Haime, 1849",Symphyllia.radians,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Turbinaria reniformis Bernard, 1896",Turbinaria.reniformis,Tijou Reef,-13.166,143.95,2000,Northeast Shelf Transition,Queensland,1979,2000,dr684
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora.aculeus,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) carduus (Dana, 1846)",Acropora.carduus,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) caroliniana Nemenzo, 1976",Acropora.caroliniana,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) cerealis (Dana, 1846)",Acropora.cerealis,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora.divaricata,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) echinata (Dana, 1846)",Acropora.echinata,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) formosa (Dana, 1846)",Acropora.formosa,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) loripes (Brook, 1892)",Acropora.loripes,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) paniculata Verrill, 1902",Acropora.paniculata,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) selago (Studer, 1878)",Acropora.selago,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Acropora) subglabra (Brook, 1891)",Acropora.subglabra,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora (Isopora) brueggemanni (Brook, 1893)",Acropora.brueggemanni,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Acropora longicyathus (Edwards & Haime, 1860)",Acropora.longicyathus,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Montipora efflorescens Bernard, 1897",Montipora.efflorescens,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1983,1000,dr684
"Porites (Napopora) vaughani Crossland, 1952",Porites.vaughani,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1981,1000,dr684
"Porites (Porites) nigrescens Dana, 1848",Porites.nigrescens,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1981,1000,dr684
"Turbinaria frondens (Dana, 1846)",Turbinaria.frondens,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1979,1000,dr684
"Turbinaria radicalis Bernard, 1896",Turbinaria.radicalis,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1979,1000,dr684
"Turbinaria reniformis Bernard, 1896",Turbinaria.reniformis,Tijou Reef S end,-13.246,143.958,1000,Northeast Shelf Transition,Queensland,1979,1000,dr684
"Cycloseris cyclolites (Lamarck, 1801)",Cycloseris.cyclolites,Lizard Island and Bramble Cay (localities between),-12.07,143.97,200000,Northeast Shelf Transition,Queensland,1979,200000,dr684
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora.aculeus,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) anthocercis (Brook, 1893)",Acropora.anthocercis,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) austera (Dana, 1846)",Acropora.austera,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) cerealis (Dana, 1846)",Acropora.cerealis,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) cytherea (Dana, 1846)",Acropora.cytherea,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) danai (Edwards & Haime, 1860)",Acropora.abrotanoides,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora.divaricata,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
Acropora (Acropora) donei,Acropora.donei,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) elseyi (Brook, 1892)",Acropora.elseyi,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora.gemmifera,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) grandis (Brook, 1892)",Acropora.grandis,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) humilis (Dana, 1846)",Acropora.humilis,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora.hyacinthus,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) latistella (Brook, 1892)",Acropora.latistella,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) loripes (Brook, 1892)",Acropora.loripes,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) lutkeni Crossland, 1952",Acropora.lutkeni,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) microclados (Ehrenberg, 1834)",Acropora.microclados,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) monticulosa (BrÇè_ggemann, 1879)",Acropora.monticulosa,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) nobilis (Dana, 1846)",Acropora.nobilis,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) polystoma (Brook, 1891)",Acropora.polystoma,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) robusta (Dana, 1846)",Acropora.robusta,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) subulata (Dana, 1846)",Acropora.subulata,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Acropora) tenuis (Dana, 1846)",Acropora.tenuis,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
Acropora (Acropora) verweyi,Acropora.verweyi,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora (Isopora) cuneata (Dana, 1846)",Acropora.cuneata,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Acropora longicyathus (Edwards & Haime, 1860)",Acropora.longicyathus,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Montipora grisea Bernard, 1897",Montipora.grisea,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
"Montipora hispida (Dana, 1846)",Montipora.hispida,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,Northeast Shelf Transition,,1983,2000,dr684
Coscinaraea wellsi,Coscinaraea.wellsi,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina.lacrymalis,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Euphyllia (Euphyllia) cristata Chevalier, 1971",Euphyllia.cristata,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia.paumotensis,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Galaxea cf. astreata (Lamarck, 1816)",Galaxea.astreata,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea.fascicularis,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Gardineroseris planulata (Dana, 1846)",Gardineroseris.planulata,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Podabacia crustacea (Pallas, 1766)",Podabacia.crustacea,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Scapophyllia cylindrica (Edwards & Haime, 1848)",Scapophyllia.cylindrica,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Turbinaria frondens (Dana, 1846)",Turbinaria.frondens,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria.stellulata,Between Maer and Dewar Islands (Murray Islands),-9.937,143.984,8000,Northeast Shelf Transition,Queensland,1979,8000,dr684
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora.aculeus,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1983,1000,dr684
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora.divaricata,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1983,1000,dr684
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1983,1000,dr684
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora.samoensis,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1983,1000,dr684
"Goniopora somaliensis Vaughan, 1907",Goniopora.somaliensis,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1981,1000,dr684
"Montipora foveolata (Dana, 1846)",Montipora.foveolata,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1983,1000,dr684
Montipora turtlensis,Montipora.turtlensis,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1983,1000,dr684
"Porites (Porites) densa Vaughan, 1918",Porites.densa,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1981,1000,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1981,1000,dr684
"Porites (Porites) lutea Edwards & Haime, 1860",Porites.lutea,"Triangle Reef, N side",-10.728,143.986,1000,Northeast Shelf Transition,,1981,1000,dr684
"Acanthastrea hillae Wells, 1955",Acanthastrea.hillae,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Acropora (Acropora) anthocercis (Brook, 1893)",Acropora.anthocercis,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1983,3000,dr684
"Alveopora spongiosa Dana, 1846",Alveopora.spongiosa,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Caulastrea furcata Dana, 1846",Caulastrea.furcata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Coscinaraea columna (Dana, 1846)",Coscinaraea.columna,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Cycloseris somervillei (Gardiner, 1909)",Cycloseris.somervillei,Murray Islands,-9.91,144,3500,Northeast Shelf Transition,Queensland,1979,3500,dr684
"Echinophyllia echinata (Saville-Kent, 1871)",Echinophyllia.echinata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
Euphyllia (Fimbriaphyllia) ancora,Euphyllia.ancora,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
Euphyllia (Fimbriaphyllia) divisa,Euphyllia.divisa,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Fungia (Danafungia) scruposa Klunzinger, 1879",Fungia.scruposa,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Fungia (Pleuractis) moluccensis van der Horst, 1919",Fungia.moluccensis,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Fungia (Verrillofungia) granulosa Klunzinger, 1879",Fungia.granulosa,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Galaxea cf. astreata (Lamarck, 1816)",Galaxea.astreata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Gardineroseris planulata (Dana, 1846)",Gardineroseris.planulata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Goniastrea australensis (Edwards & Haime, 1857)",Goniastrea.australensis,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Goniastrea pectinata (Ehrenberg, 1834)",Goniastrea.pectinata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Goniopora columna Dana, 1846",Goniopora.columna,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Goniopora somaliensis Vaughan, 1907",Goniopora.somaliensis,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Goniopora tenuidens Quelch, 1886",Goniopora.tenuidens,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris.hawaiiensis,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Leptoseris mycetoseroides Wells, 1954",Leptoseris.mycetoseroides,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris.yabei,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia.hataii,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
Lobophyllia hemprichii,Lobophyllia.hemprichii,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Montipora danae Edwards & Haime, 1851",Montipora.danae,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1983,3000,dr684
"Montipora foveolata (Dana, 1846)",Montipora.foveolata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1983,3000,dr684
"Montipora grisea Bernard, 1897",Montipora.grisea,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1983,3000,dr684
"Montipora incrassata (Dana, 1846)",Montipora.incrassata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1983,3000,dr684
"Montipora verrucosa (Lamarck, 1816)",Montipora.verrucosa,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1983,3000,dr684
"Mycedium elephantotus (Pallas, 1766)",Mycedium.elephantotus,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Oxypora lacera (Verrill, 1864)",Oxypora.lacera,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pachyseris speciosa (Dana, 1846)",Pachyseris.speciosa,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona cf. explanulata (Lamarck, 1816)",Pavona.explanulata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona varians Verrill, 1864",Pavona.varians,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pectinia alcicornis (Saville-Kent, 1871)",Pectinia.alcicornis,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Platygyra daedalea (Ellis & Solander, 1786)",Platygyra.daedalea,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Plerogyra sinuosa (Dana, 1846)",Plerogyra.sinuosa,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Plesiastrea versipora (Lamarck, 1816)",Plesiastrea.versipora,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Podabacia crustacea (Pallas, 1766)",Podabacia.crustacea,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Porites (Porites) cylindrica Dana, 1846",Porites.cylindrica,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Porites (Porites) lobata Dana, 1846",Porites.lobata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Porites (Porites) mayeri Vaughan, 1918",Porites.mayeri,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Psammocora superficialis Gardiner, 1898",Psammocora.superficialis,Murray Islands,-9.91,144,3500,Northeast Shelf Transition,Queensland,1975,3500,dr684
