Scientific Name,Matched Scientific Name,Revised CTDB name,,Species - matched,locality,Latitude - original,Longitude - original,Year - parsed,el 954 chl,el 2097 salinity max,el 2096 salinity min,el 955 temp,el 947 turb
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,Bushy Island-Redbill Reef,-20.966,150.083,1981,0.36793962,35.579998,34.98,25.355349,0.05858842
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Falcon Island (Palm Islands), N end",-18.766,146.533,1981,1.0441041,35.57,34.46,25.787212,0.11222704
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Fantome Island (Palm Islands), W side",-18.682,146.513,1981,0.95908695,35.57,34.469997,25.836819,0.10684275
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,Tijou Reef,-13.166,143.95,1981,0.6841327,35.42,34.79,26.593689,0.08185032
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,1981,0.76855814,35.559998,34.48,26.037094,0.09267254
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,Llewellyn Reef lagoon,-23.7,152.183,1981,0.5673854,35.68,35.12,24.269413,0.07025147
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Happy Bay, Long Island, Whitsunday Islands",-20.333,148.85,1981,,,,25.120651,
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Headland between Watson's Beach and Aborigine Beach, Lizard Island",-14.663,145.448,1981,0.4461397,35.469997,34.739998,26.44021,0.06773445
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Bennett Island (Passage Islet), Chesterfield Atoll",-19.333,158.666,1981,0.1347396,35.3,34.93,25.76719,0.03431332
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,Tijou Reef,-13.167,143.946,1981,0.6841327,35.42,34.79,26.593689,0.08185032
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,1981,,,,25.356184,
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,Magdelaine Cay,-16.6,150.283,1981,0.10375753,35.329998,34.92,26.654171,0.030781476
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Musgrave Reef, NE side",-23.886,152.424,1981,0.63025403,35.63,35.12,24.532978,0.069237836
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,Five km E of Bowl Reef,-18.5,147.57,1981,0.2767454,35.52,34.62,26.35337,0.050956603
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Falcon Island (Palm Islands), SW end",-18.772,146.532,1981,1.0441041,35.57,34.46,25.787212,0.11222704
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,Fitzroy Reef lagoon,-23.619,152.168,1981,0.3999051,35.68,35.12,24.40502,0.05991871
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Sue Island, NW corner",-10.2,142.81,1981,0.80575466,35.53,33.989998,27.468773,0.09777178
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Chesterfield Atoll, SW reefs",-19.607,158.545,1981,0.13215686,35.329998,34.96,25.47984,0.035156228
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Orpheus Island (Palm Islands), W side",-18.6,146.483,1981,0.76855814,35.559998,34.469997,25.941769,0.09267254
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Darnley Island, W side",-9.58,143.74,1981,0.636292,35.079998,34.05,27.469849,0.084291056
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"South Islet, Willis Islands",-16.28,149.96,1981,0.10403768,35.329998,34.899998,26.665705,0.027516393
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"South East Cape, Great Palm Island",-18.76,146.69,1981,,35.57,34.48,25.904774,
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,,Goniopora tenuidens,"Llewellyn Reef, SE side",-23.697,152.201,1981,0.5673854,35.67,35.12,24.374777,0.07025147
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,Reef 8 km W of Pompey Reef,-20.966,150.665,1979,0.39931315,35.559998,35.02,25.340168,0.06380109
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,Great Detached Reef,-11.739,144.101,1979,0.644344,35.39,34.71,26.781054,0.07918236
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,"Frigate Cay, Swain Reef, NW side",-21.737,152.415,1979,0.41270313,35.559998,35.12,25.129614,0.063178934
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,Tijou Reef,-13.166,143.95,1979,0.6841327,35.42,34.79,26.593689,0.08185032
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,Swain Reef,-21.833,151.8,1979,0.55869067,35.6,35.07,25.118498,0.07361401
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,Jewell Reef,-14.368,145.373,1979,0.14617366,35.43,34.76,26.676342,0.037831426
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,Pompey Complex,-20.976,150.527,1979,0.503741,35.57,35.02,25.278969,0.071129635
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,"Bushy Island-Redbill Reef, N end",-20.943,150.072,1979,0.36793962,35.57,34.98,25.37782,0.05858842
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,"Maer Island (Murray Islands), E side",-9.912,144.066,1979,0.81454706,35.079998,34.29,26.851397,0.09687211
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,Anchor Cay,-9.361,144.098,1979,0.40035033,34.829998,33.94,27.523998,0.066249594
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,"The barrier reef NE from Murray Islands, W side",-9.868,144.16,1979,0.5219227,35.03,34.27,26.804718,0.07802746
"Halomitra pileus (Linnaeus, 1758)",Halomitra pileus,Halomitra pileus,,Halomitra pileus,"Gould Reef, W side",-19.416,148.766,1979,0.5012065,35.469997,34.579998,25.752071,0.07264705
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Low Isles, N side",-16.383,145.566,1979,0.7202244,35.5,34.68,26.235575,0.09003542
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Fantome Island (Palm Islands), N and NW sides",-18.659,146.511,1979,0.95908695,,,25.8367,0.10684275
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"South East Cape, Great Palm Island",-18.76,146.69,1979,,35.57,34.48,25.904774,
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Orpheus Island (Palm Islands), W side",-18.6,146.483,1979,0.76855814,35.559998,34.469997,25.941769,0.09267254
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Yorke Island, N side",-9.747,143.411,1979,0.5863644,35.28,34.03,27.562008,0.07994187
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,Swain Reef,-21.5,152.416,1979,0.49115217,35.54,35.12,25.386366,0.06887172
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Big Mary Reef, SW edge",-9.755,143.846,1979,1.129661,35.11,34.17,27.31924,0.11162425
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,1979,0.3650938,,,25.600386,0.059541713
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Bullumbooroo Bay, Great Palm Island",-18.693,146.596,1979,0.41033953,,,25.965076,0.06353092
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Falcon Island (Palm Islands), N end",-18.766,146.533,1979,1.0441041,35.57,34.46,25.787212,0.11222704
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Falcon Island (Palm Islands), SW end",-18.772,146.532,1979,1.0441041,35.57,34.46,25.787212,0.11222704
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,1979,,,,25.356184,
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,Tijou Reef,-13.167,143.946,1979,0.6841327,35.42,34.79,26.593689,0.08185032
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Turtle Backed Island, W side (i used pos for Yam Island, Charlie confirmed)",-9.901,142.784,1979,0.7221744,35.489998,33.76,27.629541,0.09416797
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,Swain Reefs,-21.5,152.416,1979,0.49115217,35.54,35.12,25.386366,0.06887172
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Great Palm Island, NW side",-18.686,146.566,1979,0.41033953,35.57,34.469997,25.965076,0.06353092
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,Pandora Reef N side,-18.8134,146.4322,1979,2.0620704,35.579998,34.45,25.927185,0.16435862
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Fantome Island (Palm Islands), W side",-18.682,146.513,1979,0.95908695,35.57,34.469997,25.836819,0.10684275
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,,Heliofungia actiniformis,"Thursday Island, SW edge",-10.589,142.209,1979,1.2049596,35.53,33.7,27.179926,0.117199086
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Lizard Island lagoon, SW entrance near Bird Islet",-14.688,145.468,1979,0.3675777,35.469997,34.739998,26.44021,0.05905779
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Great Palm Island, NW side",-18.686,146.566,1979,0.41033953,35.57,34.469997,25.965076,0.06353092
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Pioneer Bay, Orpheus Island, Palm Islands, N end",-18.595,146.489,1979,0.76855814,,,25.941769,0.09267254
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Ribbon Reef, S",-14.925,145.702,1979,0.34062538,35.48,34.739998,26.49346,0.057310592
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Bushy Island-Redbill Reef, N end",-20.943,150.072,1979,0.36793962,35.57,34.98,25.37782,0.05858842
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,Pompey Complex,-20.976,150.527,1979,0.503741,35.57,35.02,25.278969,0.071129635
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Orpheus Island (Palm Islands), W side",-18.6,146.483,1979,0.76855814,35.559998,34.469997,25.941769,0.09267254
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Eclipse Island (Palm Islands), N side",-18.766,146.55,1979,0.764779,35.57,34.469997,25.787212,0.094535045
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,Ribbon Reef,-14.826,145.721,1979,0.57929885,35.469997,34.739998,26.645742,0.069430314
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Esk Island (Palm Islands), SW side",-18.774,146.522,1979,1.0441041,,,25.787212,0.11222704
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Fantome Island (Palm Islands), N and NW sides",-18.659,146.511,1979,0.95908695,,,25.8367,0.10684275
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Eagle Reef, S end",-18.863,148.077,1979,0.2049593,35.489998,34.579998,26.256432,0.04608103
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Elk Cliff, Great Palm Island",-18.68,146.59,1979,0.41033953,35.57,34.48,25.965076,0.06353092
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Dungeness Reef, NW face",-9.879,142.99,1979,2.9781814,35.45,33.89,27.635399,0.18463916
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Orpheus Island (Palm Islands), W side",-18.6,146.483,1979,0.76855814,35.559998,34.469997,25.941769,0.09267254
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,MacGillivray Reef,-14.651,145.491,1979,0.3675777,35.46,34.739998,26.456825,0.05905779
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,1979,0.3650938,,,25.600386,0.059541713
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Barber Islet, Palm Islands, NE side",-18.776,146.6667,1979,,35.57,34.48,25.904774,
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,1979,0.76855814,35.559998,34.48,26.037094,0.09267254
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Lizard Island, NE side",-14.65,145.462,1979,0.3675777,35.46,34.739998,26.416006,0.05905779
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Lizard Island, NE side",-14.65,145.462,1979,0.3675777,35.46,34.739998,26.416006,0.05905779
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Barber Islet, Palm Islands, NE side",-18.776,146.6667,1979,,35.57,34.48,25.904774,
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Falcon Island (Palm Islands), SW end",-18.772,146.532,1979,1.0441041,35.57,34.46,25.787212,0.11222704
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Great Palm Island, NW side",-18.686,146.566,1979,0.41033953,35.57,34.469997,25.965076,0.06353092
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Challenger Bay, Great Palm Island",-18.74,146.57,1979,0.764779,35.57,34.469997,25.930231,0.094535045
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Yorke Island, N side",-9.747,143.411,1979,0.5863644,35.28,34.03,27.562008,0.07994187
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Nara Inlet, Hook Island, Whitsunday Islands, S side of entrance",-20.147,148.904,1979,,,,25.356184,
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,Great Detached Reef,-11.694,144.028,1979,0.48999563,35.38,34.7,26.695108,0.062372394
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Headland between Watson's Beach and Aborigine Beach, Lizard Island",-14.663,145.448,1979,0.4461397,35.469997,34.739998,26.44021,0.06773445
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Frigate Cay, Swain Reef, NW side",-21.737,152.415,1979,0.41270313,35.559998,35.12,25.129614,0.063178934
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Fantome Island (Palm Islands), N and NW sides",-18.659,146.511,1979,0.95908695,,,25.8367,0.10684275
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Turtle Backed Island, W side (i used pos for Yam Island, Charlie confirmed)",-9.901,142.784,1979,0.7221744,35.489998,33.76,27.629541,0.09416797
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,Swain Reefs,-21.2,152.566,1979,0.5828475,35.51,35.12,25.592916,0.076359786
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Lizard Island lagoon, between South Island and Palfrey Island",-14.696,145.451,1979,0.4461397,35.469997,34.739998,26.44021,0.06773445
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,Between Orpheus and Fantome Islands (Palm Islands),-18.657,146.503,1979,0.95908695,35.57,34.469997,25.8367,0.10684275
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Pelorus Island, Palm Islands, W",-18.551,146.488,1979,0.5267805,,,26.082157,0.07264904
"Herpolitha weberi (van der Horst, 1921)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Falcon Island (Palm Islands), N end",-18.766,146.533,1979,1.0441041,35.57,34.46,25.787212,0.11222704
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Warrior Reef, E side",-9.666,143.116,1979,4.408712,35.34,33.82,27.913128,0.23591909
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,"Happy Bay, Long Island, Whitsunday Islands",-20.333,148.85,1979,,,,25.120651,
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,,Herpolitha limax,Swain Reefs,-21.5,152.416,1979,0.49115217,35.54,35.12,25.386366,0.06887172
"Heteropsammia cochlea (Spengler, 1781)",Heteropsammia cochlea,Heteropsammia cochlea,,Heteropsammia cochlea,Wistari Reef,-23.48,151.88,1979,1.3838034,35.719997,35.1,24.303478,0.100147806
"Heteropsammia cochlea (Spengler, 1781)",Heteropsammia cochlea,Heteropsammia cochlea,,Heteropsammia cochlea,Bramble Cay to Low Isles,-13.493,144.16,1979,0.14580464,35.38,34.77,26.68226,0.038128834
"Heteropsammia cochlea (Spengler, 1781)",Heteropsammia cochlea,Heteropsammia cochlea,,Heteropsammia cochlea,Holbourne Island,-19.73,148.35,1979,0.32315305,35.489998,34.44,25.663677,0.055453233
"Heteropsammia cochlea (Spengler, 1781)",Heteropsammia cochlea,Heteropsammia cochlea,,Heteropsammia cochlea,Lizard Island,-14.69,145.46,1979,0.4461397,35.469997,34.739998,26.44021,0.06773445
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,Tijou Reef,-13.166,143.95,1976,0.6841327,35.42,34.79,26.593689,0.08185032
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Falcon Island (Palm Islands), SW end",-18.772,146.532,1976,1.0441041,35.57,34.46,25.787212,0.11222704
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Thursday Island, E end",-10.57,142.23,1976,,,,27.461004,
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Orpheus Island (Palm Islands), W side",-18.6,146.483,1976,0.76855814,35.559998,34.469997,25.941769,0.09267254
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,Great Detached Reef,-11.739,144.101,1976,0.644344,35.39,34.71,26.781054,0.07918236
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Esk Island (Palm Islands), SW side",-18.774,146.522,1976,1.0441041,,,25.787212,0.11222704
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,Five km E of Bowl Reef,-18.5,147.57,1976,0.2767454,35.52,34.62,26.35337,0.050956603
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Butterfly Bay, Hook Island, Whitsunday Islands",-20.07,148.922,1976,0.3650938,,,25.600386,0.059541713
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Elk Cliff, Great Palm Island",-18.68,146.59,1976,0.41033953,35.57,34.48,25.965076,0.06353092
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Lizard Island, NE side",-14.65,145.462,1976,0.3675777,35.46,34.739998,26.416006,0.05905779
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Pioneer Bay, Orpheus Island, Palm Islands, N end",-18.595,146.489,1976,0.76855814,,,25.941769,0.09267254
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Falcon Island (Palm Islands), N end",-18.766,146.533,1976,1.0441041,35.57,34.46,25.787212,0.11222704
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Yorke Island, N side",-9.747,143.411,1976,0.5863644,35.28,34.03,27.562008,0.07994187
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"South East Cape, Great Palm Island",-18.76,146.69,1976,,35.57,34.48,25.904774,
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,Between Orpheus and Fantome Islands (Palm Islands),-18.657,146.503,1976,0.95908695,35.57,34.469997,25.8367,0.10684275
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Electra Head, Great Palm Island",-18.73,146.69,1976,,35.57,34.489998,25.939377,
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Darnley Island, W side",-9.58,143.74,1976,0.636292,35.079998,34.05,27.469849,0.084291056
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Fantome Island (Palm Islands), N and NW sides",-18.659,146.511,1976,0.95908695,,,25.8367,0.10684275
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Eagle Reef, W side",-18.873,148.143,1976,0.16203156,35.489998,34.579998,26.27717,0.039745063
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,1976,0.76855814,35.559998,34.48,26.037094,0.09267254
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,,Hydnophora exesa,"Sue Island, SW and NW sides",-10.2,142.81,1976,0.80575466,35.53,33.989998,27.468773,0.09777178
"Hydnophora microconos (Lamarck, 1816)",Hydnophora microconos,Hydnophora microconos,,Hydnophora microconos,"Darnley Island, W side",-9.58,143.74,1976,0.636292,35.079998,34.05,27.469849,0.084291056
"Hydnophora microconos (Lamarck, 1816)",Hydnophora microconos,Hydnophora microconos,,Hydnophora microconos,"Electra Head, Great Palm Island",-18.73,146.69,1976,,35.57,34.489998,25.939377,
"Hydnophora microconos (Lamarck, 1816)",Hydnophora microconos,Hydnophora microconos,,Hydnophora microconos,Great Detached Reef,-11.694,144.028,1976,0.48999563,35.38,34.7,26.695108,0.062372394
"Hydnophora microconos (Lamarck, 1816)",Hydnophora microconos,Hydnophora microconos,,Hydnophora microconos,"Houghton Island, W corner",-14.524,144.964,1976,1.4286817,35.44,34.719997,26.132479,0.11641185
"Hydnophora microconos (Lamarck, 1816)",Hydnophora microconos,Hydnophora microconos,,Hydnophora microconos,"Orpheus Island (Palm Islands), W side",-18.6,146.483,1976,0.76855814,35.559998,34.469997,25.941769,0.09267254
"Hydnophora microconos (Lamarck, 1816)",Hydnophora microconos,Hydnophora microconos,,Hydnophora microconos,Great Detached Reef,-11.739,144.101,1976,0.644344,35.39,34.71,26.781054,0.07918236
"Hydnophora microconos (Lamarck, 1816)",Hydnophora microconos,Hydnophora microconos,,Hydnophora microconos,Tijou Reef,-13.166,143.95,1976,0.6841327,35.42,34.79,26.593689,0.08185032
"Hydnophora rigida (Dana, 1846)",Hydnophora rigida,Hydnophora rigida,,Hydnophora rigida,"Yorke Island, N side",-9.747,143.411,1976,0.5863644,35.28,34.03,27.562008,0.07994187
"Hydnophora rigida (Dana, 1846)",Hydnophora rigida,Hydnophora rigida,,Hydnophora rigida,"Falcon Island (Palm Islands), N end",-18.766,146.533,1976,1.0441041,35.57,34.46,25.787212,0.11222704
"Hydnophora rigida (Dana, 1846)",Hydnophora rigida,Hydnophora rigida,,Hydnophora rigida,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,1976,0.76855814,35.559998,34.48,26.037094,0.09267254
"Hydnophora rigida (Dana, 1846)",Hydnophora rigida,Hydnophora rigida,,Hydnophora rigida,"Pioneer Bay, Orpheus Island, Palm Islands, N end",-18.595,146.489,1976,0.76855814,,,25.941769,0.09267254
"Hydnophora rigida (Dana, 1846)",Hydnophora rigida,Hydnophora rigida,,Hydnophora rigida,Tijou Reef,-13.167,143.946,1976,0.6841327,35.42,34.79,26.593689,0.08185032
