Scientific Name,Matched Scientific Name,Revised CTDB name,,Species - matched,locality,Latitude - original,Longitude - original,Year - parsed,el 954 chl,el 2097 salinity max,el 2096 salinity min,el 955 temp,el 947 turb
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,Tijou Reef,-13.167,143.946,1983,0.6841327,35.42,34.79,26.593689,0.08185032
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,Tijou Reef,-13.166,143.95,1983,0.6841327,35.42,34.79,26.593689,0.08185032
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,Magdelaine Cay,-16.6,150.283,1983,0.10375753,35.329998,34.92,26.654171,0.030781476
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Electra Head, Great Palm Island",-18.73,146.69,1983,,35.57,34.489998,25.939377,
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Curacao Island, Palm Islands, N. Side",-18.661,146.56,1983,0.41033953,35.57,34.48,25.918518,0.06353092
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Bushy Island-Redbill Reef, N end",-20.943,150.072,1983,0.36793962,35.57,34.98,25.37782,0.05858842
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,Cat Reef,-12.992,143.858,1983,0.5077575,35.45,34.77,26.675268,0.072858445
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Cay N of Long Island, Chesterfield Atoll",-19.865,158.296,1983,0.1769912,35.35,35,25.488924,0.03785957
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Britomart Reef, NW side",-18.199,146.809,1983,0.47063765,35.54,34.55,26.26456,0.068078116
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Arden Island, NW corner",-9.867,143.167,1983,0.63110375,35.399998,34,27.619263,0.08475775
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,Raine Island NW side,-11.587,144.031,1983,0.49862403,35.37,34.69,26.641857,0.073148206
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,Little Mary Reef,-9.775,143.86,1983,1.129661,35.11,34.19,27.2731,0.11162425
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Chesterfield Atoll, SW reefs",-19.607,158.545,1983,0.13215686,35.329998,34.96,25.47984,0.035156228
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Sir Charles Hardy Islands, NW side",-11.914,143.473,1983,1.5088648,35.399998,34.63,27.015633,0.12490065
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Bennett Island, (Passage Islet) Chesterfield Atoll",-19.333,158.666,1983,0.1347396,35.3,34.93,25.76719,0.03431332
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Tijou Reef, SW corner",-13.246,143.909,1983,0.39787814,35.399998,34.78,26.5904,0.06352097
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,Magdelaine Cay,-16.6,150.283,1983,0.10375753,35.329998,34.92,26.654171,0.030781476
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Observatory Cay, Chesterfield Atoll",-19.4,158.85,1983,0.14105934,35.309998,34.94,25.70414,0.03508881
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,Flinders Reef near Moreton Bay,-26.978,153.486,1983,0.3098843,35.52,35.13,23.577866,0.054520253
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"North West Reef, S side",-10.483,142.2,1983,1.7045559,35.55,33.71,27.47451,0.13985872
"Acropora (Acropora) robusta (Dana, 1846)",Acropora robusta,Acropora robusta,,Acropora (Acropora) robusta,"Britomart Reef, S side",-18.232,146.638,1983,0.3459876,35.54,34.53,26.272865,0.05736161
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Fitzroy Reef, SE side",-23.627,152.181,1983,0.3999051,35.68,35.12,24.40502,0.05991871
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Bennett Island, (Passage Islet) Chesterfield Atoll",-19.333,158.666,1983,0.1347396,35.3,34.93,25.76719,0.03431332
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Cay N of Long Island, Chesterfield Atoll",-19.865,158.296,1983,0.1769912,35.35,35,25.488924,0.03785957
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,Franklin Reef,-13.069,143.901,1983,0.70984745,35.44,34.79,26.640842,0.08178229
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Triangle Reef, N side",-10.728,143.986,1983,0.84278554,35.309998,34.559998,26.663015,0.09077215
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Britomart Reef, S side",-18.232,146.638,1983,0.3459876,35.54,34.53,26.272865,0.05736161
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,Great Detached Reef,-11.694,144.028,1983,0.48999563,35.38,34.7,26.695108,0.062372394
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Observatory Cay, Chesterfield Atoll",-19.4,158.85,1983,0.14105934,35.309998,34.94,25.70414,0.03508881
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Bennett Island, (Passage Islet) Chesterfield Atoll",-19.333,158.666,1983,0.1347396,35.3,34.93,25.76719,0.03431332
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Long Island, Chesterfield Atoll",-19.883,158.316,1983,0.45867953,35.35,35,25.34758,0.055503912
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora samoensis,Acropora samoensis,,Acropora (Acropora) samoensis,"Mellish Reef Lagoon, W end",-17.411,155.846,1983,0.4884264,35.2,34.88,26.574265,0.06638362
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Turtle Islands, W point of a southern island",-14.732,145.194,1983,1.0693185,35.469997,34.739998,26.257446,0.11542707
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Bird Island, NW corner",-11.766,143.833,1983,0.35699734,35.399998,34.69,26.660446,0.056718573
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Long Island, Chesterfield Atoll",-19.883,158.316,1983,0.45867953,35.35,35,25.34758,0.055503912
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Martha Ridgeway Reef, W side of reef channel",-12.132,143.808,1983,0.8344023,35.44,34.7,26.645206,0.09033148
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Fitzroy Reef lagoon,-23.619,152.168,1983,0.3999051,35.68,35.12,24.40502,0.05991871
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Tijou Reef,-13.167,143.946,1983,0.6841327,35.42,34.79,26.593689,0.08185032
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Bewick Island, NE corner",-14.4255,144.8168,1983,0.6497173,35.42,34.68,26.18764,0.08600134
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Little Mary Reef,-9.775,143.86,1983,1.129661,35.11,34.19,27.2731,0.11162425
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Elizabeth Reef, bar across lagoon entrance",-29.933,159.066,1983,0.17037258,35.71,35.579998,22.001612,0.04077379
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Sir Charles Hardy Islands, NW side",-11.914,143.473,1983,1.5088648,35.399998,34.63,27.015633,0.12490065
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Tijou Reef,-13.169,143.942,1983,0.6841327,35.42,34.79,26.593689,0.08185032
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Franklin Reef,-13.067,143.903,1983,0.70984745,35.44,34.79,26.640842,0.08178229
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Britomart Reef, NW side",-18.199,146.809,1983,0.47063765,35.54,34.55,26.26456,0.068078116
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Esk Island (Palm Islands), SW side",-18.774,146.522,1983,1.0441041,,,25.787212,0.11222704
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Great Detached Reef, S end",-11.829,144.061,1983,0.5204744,35.399998,34.71,26.737364,0.06179947
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Bennett Island, (Passage Islet) Chesterfield Atoll",-19.333,158.666,1983,0.1347396,35.3,34.93,25.76719,0.03431332
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Fitzroy Reef, S side",-23.635,152.155,1983,0.5673854,35.68,35.12,24.40502,0.07025147
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Musgrave Reef, N side",-23.9,152.4,1983,0.63025403,35.63,35.12,24.41201,0.069237836
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Between Orpheus and Fantome Islands (Palm Islands),-18.657,146.503,1983,0.95908695,35.57,34.469997,25.8367,0.10684275
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Musgrave Reef, NE side",-23.886,152.424,1983,0.63025403,35.63,35.12,24.532978,0.069237836
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Orpheus Island (Palm Islands), W side",-18.6,146.483,1983,0.76855814,35.559998,34.469997,25.941769,0.09267254
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Elk Cliff, Great Palm Island",-18.68,146.59,1983,0.41033953,35.57,34.48,25.965076,0.06353092
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"8 km E of Wye Reef, SE side",-12.783,143.702,1983,0.4812688,35.46,34.719997,26.63146,0.070740454
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Corbett Reef, W end",-13.943,144.237,1983,0.6563548,35.36,34.61,26.341537,0.08537894
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Cat Reef,-12.992,143.858,1983,0.5077575,35.45,34.77,26.675268,0.072858445
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Lizard Island lagoon, SW entrance near Bird Islet",-14.688,145.468,1983,0.3675777,35.469997,34.739998,26.44021,0.05905779
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Magdelaine Cay,-16.6,150.283,1983,0.10375753,35.329998,34.92,26.654171,0.030781476
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,North Solitary Island,-29.922,153.386,1983,0.86878985,35.59,35.329998,21.888655,0.09560884
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Great Detached Reef,-11.694,144.028,1983,0.48999563,35.38,34.7,26.695108,0.062372394
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Britomart Reef, S side",-18.232,146.638,1983,0.3459876,35.54,34.53,26.272865,0.05736161
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Fitzroy Reef, SE side",-23.627,152.181,1983,0.3999051,35.68,35.12,24.40502,0.05991871
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,Flinders Reef near Moreton Bay,-26.978,153.486,1983,0.3098843,35.52,35.13,23.577866,0.054520253
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora sarmentosa,Acropora sarmentosa,,Acropora (Acropora) sarmentosa,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,1983,0.76855814,35.559998,34.48,26.037094,0.09267254
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Raine Island SW side,-11.592,144.031,1983,0.49862403,35.37,34.69,26.641857,0.073148206
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Great Detached Reef,-11.694,144.028,1983,0.48999563,35.38,34.7,26.695108,0.062372394
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Electra Head, Great Palm Island",-18.73,146.69,1983,,35.57,34.489998,25.939377,
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Britomart Reef, NW side",-18.199,146.809,1983,0.47063765,35.54,34.55,26.26456,0.068078116
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Britomart Reef, S side",-18.232,146.638,1983,0.3459876,35.54,34.53,26.272865,0.05736161
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Tijou Reef,-13.166,143.95,1983,0.6841327,35.42,34.79,26.593689,0.08185032
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"South Islet, Willis Islands",-16.28,149.96,1983,0.10403768,35.329998,34.899998,26.665705,0.027516393
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Magdelaine Cay,-16.6,150.283,1983,0.10375753,35.329998,34.92,26.654171,0.030781476
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Flinders Reef near Moreton Bay,-26.978,153.486,1983,0.3098843,35.52,35.13,23.577866,0.054520253
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Osborne Reef, E side",-13.043,143.626,1983,0.58239627,35.43,34.719997,26.746506,0.07797267
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Tijou Reef, SW corner",-13.246,143.909,1983,0.39787814,35.399998,34.78,26.5904,0.06352097
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Franklin Reef,-13.069,143.901,1983,0.70984745,35.44,34.79,26.640842,0.08178229
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Great Detached Reef,-11.739,144.101,1983,0.644344,35.39,34.71,26.781054,0.07918236
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Yonge Reef,-14.693,145.657,1983,0.37388834,35.46,34.739998,26.630922,0.058236722
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Tijou Reef,-13.169,143.942,1983,0.6841327,35.42,34.79,26.593689,0.08185032
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Great Palm Island, S side",-18.761,146.592,1983,0.764779,35.57,34.469997,25.775917,0.094535045
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Howick Island, N end",-14.492,144.974,1983,1.4286817,35.44,34.719997,26.132479,0.11641185
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Sir Charles Hardy Islands, NW side",-11.914,143.473,1983,1.5088648,35.399998,34.63,27.015633,0.12490065
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Mellish Reef Lagoon, W end",-17.411,155.846,1983,0.4884264,35.2,34.88,26.574265,0.06638362
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Mellish Reef, E side",-17.41,155.878,1983,0.10452842,35.2,34.88,26.629068,0.030428972
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Cat Reef,-12.992,143.858,1983,0.5077575,35.45,34.77,26.675268,0.072858445
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Martha Ridgeway Reef, W side of reef channel",-12.132,143.808,1983,0.8344023,35.44,34.7,26.645206,0.09033148
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Sue Island, SW and NW sides",-10.2,142.81,1983,0.80575466,35.53,33.989998,27.468773,0.09777178
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Turtle Islands, W point of a southern island",-14.732,145.194,1983,1.0693185,35.469997,34.739998,26.257446,0.11542707
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,Franklin Reef,-13.067,143.903,1983,0.70984745,35.44,34.79,26.640842,0.08178229
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Fantome Island (Palm Islands), N and NW sides",-18.659,146.511,1983,0.95908695,,,25.8367,0.10684275
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Chesterfield Atoll, SW reefs",-19.607,158.545,1983,0.13215686,35.329998,34.96,25.47984,0.035156228
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Lizard Island lagoon, SW entrance near Bird Islet",-14.688,145.468,1983,0.3675777,35.469997,34.739998,26.44021,0.05905779
"Acropora (Acropora) secale (Studer, 1878)",Acropora secale,Acropora secale,,Acropora (Acropora) secale,"Arden Island, NW corner",-9.867,143.167,1983,0.63110375,35.399998,34,27.619263,0.08475775
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Headland between Watson's Beach and Aborigine Beach, Lizard Island",-14.663,145.448,1983,0.4461397,35.469997,34.739998,26.44021,0.06773445
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Chesterfield Atoll, SW reefs",-19.607,158.545,1983,0.13215686,35.329998,34.96,25.47984,0.035156228
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Britomart Reef, NW side",-18.199,146.809,1983,0.47063765,35.54,34.55,26.26456,0.068078116
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Bennett Island, (Passage Islet) Chesterfield Atoll",-19.333,158.666,1983,0.1347396,35.3,34.93,25.76719,0.03431332
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,Little Mary Reef,-9.775,143.86,1983,1.129661,35.11,34.19,27.2731,0.11162425
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,Tijou Reef S end,-13.246,143.958,1983,0.39787814,35.399998,34.79,26.639708,0.06352097
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Orpheus Island (Palm Islands), W side",-18.6,146.483,1983,0.76855814,35.559998,34.469997,25.941769,0.09267254
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,Tijou Reef,-13.169,143.942,1983,0.6841327,35.42,34.79,26.593689,0.08185032
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Arden Island, NW corner",-9.867,143.167,1983,0.63110375,35.399998,34,27.619263,0.08475775
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Britomart Reef, S side",-18.232,146.638,1983,0.3459876,35.54,34.53,26.272865,0.05736161
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Osborne Reef, E side",-13.043,143.626,1983,0.58239627,35.43,34.719997,26.746506,0.07797267
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Falcon Island (Palm Islands), N end",-18.766,146.533,1983,1.0441041,35.57,34.46,25.787212,0.11222704
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,Tijou Reef,-13.172,143.943,1983,0.6841327,35.42,34.79,26.593689,0.08185032
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Big Mary Reef, W side",-9.75,143.85,1983,1.129661,35.11,34.17,27.31924,0.11162425
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Howick Island, N end",-14.492,144.974,1983,1.4286817,35.44,34.719997,26.132479,0.11641185
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Reefs between Maer and Dewar Islands, Murray Islands",-9.918,144.03,1983,0.71387374,35.1,34.29,26.875303,0.09150131
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Falcon Island (Palm Islands), SW end",-18.772,146.532,1983,1.0441041,35.57,34.46,25.787212,0.11222704
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"8 km E of Wye Reef, SE side",-12.783,143.702,1983,0.4812688,35.46,34.719997,26.63146,0.070740454
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Bird Island, NW corner",-11.766,143.833,1983,0.35699734,35.399998,34.69,26.660446,0.056718573
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Brisk and Falcon Islands, E side",-18.782,146.635,1983,,35.57,34.48,25.854748,
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Fantome Island (Palm Islands), N and NW sides",-18.659,146.511,1983,0.95908695,,,25.8367,0.10684275
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Sir Charles Hardy Islands, NW side",-11.914,143.473,1983,1.5088648,35.399998,34.63,27.015633,0.12490065
"Acropora (Acropora) selago (Studer, 1878)",Acropora selago,Acropora selago,,Acropora (Acropora) selago,"Corbett Reef, W end",-13.943,144.237,1983,0.6563548,35.36,34.61,26.341537,0.08537894
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,Between Orpheus and Fantome Islands (Palm Islands),-18.657,146.503,1983,0.95908695,35.57,34.469997,25.8367,0.10684275
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,"Middleton Reef, S outer slope",-29.454,159.111,1983,0.16654554,35.71,35.57,21.977228,0.039703246
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,"Middleton Reef, N side",-29.454,159.111,1983,0.16654554,35.71,35.57,21.977228,0.039703246
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,Martha Ridgeway Reef,-12.119,143.803,1983,0.9290357,35.44,34.7,26.645206,0.09073071
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,Magdelaine Cay,-16.6,150.283,1983,0.10375753,35.329998,34.92,26.654171,0.030781476
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,"Middleton Reef, SW outer slope",-29.454,159.111,1983,0.16654554,35.71,35.57,21.977228,0.039703246
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,North Solitary Island,-29.922,153.386,1983,0.86878985,35.59,35.329998,21.888655,0.09560884
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,"Curacao Island, Palm Islands, N. Side",-18.661,146.56,1983,0.41033953,35.57,34.48,25.918518,0.06353092
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,Flinders Reef near Moreton Bay,-26.978,153.486,1983,0.3098843,35.52,35.13,23.577866,0.054520253
Acropora solitaryensis,Acropora solitaryensis,Acropora solitaryensis,,Acropora (Acropora) solitaryensis,"Middleton Reef, E side",-29.454,159.111,1983,0.16654554,35.71,35.57,21.977228,0.039703246
"Acropora (Acropora) subglabra (Brook, 1891)",Acropora subglabra,Acropora subglabra,,Acropora (Acropora) subglabra,Magdelaine Cay,-16.6,150.283,1983,0.10375753,35.329998,34.92,26.654171,0.030781476
