Record ID,Scientific Name,Matched.Scientific.Name,Revised CTDB name,Taxon Rank - matched,Species - matched,locality,Latitude - original,Longitude - original,Coordinate Uncertainty in Metres - parsed,Collector,Outlier for layer,Taxon identification issue,Data Resource ID,Data Resource Name,Suspected outlier,geodetic Datum Assumed Wgs 84,Habitat incorrect for species,Homonym issues with supplied name,incomplete Collection Date,inferred Duplicate Record,Name not in national checklists,Name not recognised
79d98040-90a2-4574-83f8-5a34124c6941,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Houghton Island, W corner",-14.524,144.964,1000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
7a62020b-b05a-49c5-a5fe-46fe8e686980,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Elk Cliff, Great Palm Island",-18.68,146.59,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
7b388f2d-29b3-43c5-a317-ec7aa2ab6bc0,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Arden Island, NW corner",-9.867,143.167,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
810545b6-75ea-418e-8fb9-bdb5eaba0096,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Falcon Island (Palm Islands), SW end",-18.772,146.532,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
85de1b55-7bba-4a8c-bd60-a9fe98e96e22,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,Between Orpheus and Pelorus Islands,-18.56,146.49,1000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
87efeac2-e2d3-41c9-ae52-a7b44dce69b5,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Britomart Reef, NW side",-18.199,146.809,5000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8bbc7c71-6a25-4d9a-bca3-4db08df0d8a4,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Lizard Island lagoon, SW entrance near Bird Islet",-14.688,145.468,1000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8d237531-03f9-41e0-a6bb-2f1122afcd17,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Turtle Islands, W point of a southern island",-14.732,145.194,1500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
92a53861-cb60-4852-a353-cf73616b42ce,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Fantome Island (Palm Islands), N and NW sides",-18.659,146.511,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
97b7aed4-607e-4657-8911-9637b39c2a86,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Bennett Island, (Passage Islet) Chesterfield Atoll",-19.333,158.666,8000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
998b638a-8ada-4878-9567-e0c7c60f8e42,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,Little Mary Reef,-9.775,143.86,1500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
9f256a89-79e3-45e5-9782-4e366db8c740,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Middleton Reef, N side",-29.454,159.111,3000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
a8930ebe-af5f-4646-a165-a4ba91786f68,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Orpheus Island (Palm Islands), W side",-18.6,146.483,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
a9d4a5d1-8006-4b14-94ac-cd67c35b8bf0,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Britomart Reef, S side",-18.232,146.638,3000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
b7a1daa6-fb82-4062-aef8-bcfa8ea23fa1,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Great Palm Island, S side",-18.761,146.592,4000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1b57c5da-1c9b-41c7-bccd-55d17e36f3d7,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"8 km E of Wye Reef, SE side",-12.783,143.702,5000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
29b8559a-3fa6-4df9-912a-256cf95d7626,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3666c81c-d933-4d74-a6b3-a23c4c7f9b19,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Triangle Reef, N side",-10.728,143.986,1000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
36a2406c-6e45-4531-b0ae-7c2b847625a2,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Fitzroy Reef, SE side",-23.627,152.181,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3b7aa393-fcde-4b48-b2eb-f7ecd10f7e0c,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Electra Head, Great Palm Island",-18.73,146.69,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
408751c8-7803-49ad-be48-00d7a952f590,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Sue Island, NW corner",-10.2,142.81,300,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
444e5a02-e0da-4934-b3a6-e45d9c0e663a,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,Bushy Island-Redbill Reef,-20.966,150.083,2000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4bcef9ef-1199-48ff-ab26-4c23774e63dc,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Fantome Island (Palm Islands), W side",-18.682,146.513,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
51405a30-a00d-4a3d-8f0e-f7e58d4c9482,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Sir Charles Hardy Islands, NW side",-11.914,143.473,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
596df01a-a950-4831-8c20-7a682c3594d9,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Observatory Cay, Chesterfield Atoll",-19.4,158.85,15000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5f59f1b3-de12-450a-8d19-b4fa39b876d7,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Curacao Island, Palm Islands, N. Side",-18.661,146.56,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
654fe989-be98-42ca-8324-e7d878c95441,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Bird Island, NW corner",-11.766,143.833,2000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
696000a4-2ca9-41f0-84ea-4d640d791d4d,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,Flinders Reef near Moreton Bay,-26.978,153.486,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
c278d2e8-db21-4bed-b294-3cecc03ce151,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,Between Orpheus and Fantome Islands (Palm Islands),-18.657,146.503,300,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
cee8bfad-2aed-446f-b2c8-19143768d098,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Howick Island, N end",-14.492,144.974,1000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
d6bbdc8b-fd3e-42ed-9c08-40bcf7a361cb,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Lagoon pinnacles, Mellish Reef",-17.416,155.866,10000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
d94116d4-68b3-462f-8189-0a3c289f9e61,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,"Falcon Island (Palm Islands), N end",-18.766,146.533,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
e79b4b52-fd94-464a-9785-a65c67a3cbbb,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,Great Detached Reef,-11.694,144.028,6000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
e9d7469a-c0e0-4abd-b76d-fc5abca920ac,"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Acropora millepora,species,Acropora (Acropora) millepora,Tijou Reef,-13.167,143.946,2000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
16911e77-aaa7-40ef-9a50-08e13809b98b,"Acropora multiacuta Nemenzo, 1967",Acropora.multiacuta,Acropora multiacuta,species,Acropora (Acropora) multiacuta,Flat sea floor between Maer Island (Murray Islands) and the barrier reef,-9.904,144.114,10000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4e86a340-202c-4f00-8449-8c3f300062ad,"Acropora multiacuta Nemenzo, 1967",Acropora.multiacuta,Acropora multiacuta,species,Acropora (Acropora) multiacuta,"Pompey Complex, SE end",-21.013,150.516,2000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8236d2a1-b7d5-4e3b-a1ea-6e01959d2100,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,"Fitzroy Reef, SE side",-23.627,152.181,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
940c217e-a902-46f8-a501-a7bce6aacd5f,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,"South Cay, Marion Reef, S side",-19.098,152.278,5000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
9b743dbe-cb5c-49ff-8c31-80d239372d5f,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,"Mellish Reef, E side",-17.41,155.878,10000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
a0246e98-d66f-47de-9614-e948b891128f,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,"Britomart Reef, S side",-18.232,146.638,3000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
a7410d9c-3072-4d45-bdab-563301fa9de8,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,Between Orpheus and Pelorus Islands,-18.56,146.49,1000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20a2d56a-432e-4b36-acd3-f8ddafbd0717,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,,,,,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
229d9df0-5280-4030-a4dc-1c90b6e745fb,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,"Britomart Reef, NW side",-18.199,146.809,5000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2d6f9cc2-92d8-4e9f-8612-8881006b5615,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,"near Triangle Reef, S side of a channel",-10.766,143.983,2000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
37ee98fd-1c29-4475-902e-b42c163777ca,Acropora (Acropora) azurea,Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,,,,,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
3ef938fa-bf5a-4157-8d53-9746e7685dd1,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,,,,,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
56c97669-1fb3-479f-ba00-dab1b22e59fc,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,"South Islet, Willis Islands",-16.28,149.96,700,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
65a8fe89-6476-4470-bf7c-18252de805c0,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,,,,,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
d181877c-4e61-433b-8696-3e666cf2fe6e,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,Franklin Reef,-13.069,143.901,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
da734703-069b-412b-a6c2-73abab26f35f,"Acropora (Acropora) nana (Studer, 1878)",Acropora.nana,Acropora nana,species,Acropora (Acropora) nana,Flinders Reef near Moreton Bay,-26.978,153.486,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
05e0807e-a5ca-486d-a0d9-0211669ea86f,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Tijou Reef, SW corner",-13.246,143.909,1000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
11a4e7bc-e0e5-4961-932b-e8804b370403,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,Tijou Reef,-13.166,143.95,2000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
135669c1-13b0-4bcb-ada9-5f3d8561d2c8,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Elk Cliff, Great Palm Island",-18.68,146.59,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
6a9588c8-2138-4ac1-87cb-5983024960ce,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Chesterfield Atoll, SW reefs",-19.607,158.545,10000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
6c2f63f4-67c2-4dee-86c3-4c3f152a63e0,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Fitzroy Reef, SE side",-23.627,152.181,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
6d58cbde-293f-4f83-96c5-11bde89dc026,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Electra Head, Great Palm Island",-18.73,146.69,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
6efaeb62-7194-4b78-9adb-6ddca95b8af7,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Elizabeth Reef, S outer slope",-29.933,159.066,3000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
7bbf0fc5-5ea8-4bce-8991-3e001d845bd7,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Fitzroy Reef, S side",-23.635,152.155,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
7f99e9c5-1de4-41d4-9f27-25cc154e32f2,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Falcon Island (Palm Islands), SW end",-18.772,146.532,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
825c693f-2958-455e-b104-fa10bb6f5821,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,Fitzroy Reef lagoon,-23.619,152.168,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
92dd0827-3f69-4cca-8bc5-c43233237a83,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,Raine Island NW side,-11.587,144.031,250,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
934577ca-a6a0-412f-aa30-389900467ba7,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Brisk and Falcon Islands, E side",-18.782,146.635,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
9439f28c-db26-45b1-8fcf-a41bde2498b5,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Arden Island, NW corner",-9.867,143.167,500,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
a0f15002-3564-4e22-b12f-e51fac291170,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,Between Orpheus and Pelorus Islands,-18.56,146.49,1000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
a1281188-c768-49ad-a60b-6cc39a26591c,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Britomart Reef, S side",-18.232,146.638,3000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
a4df1c5d-2f75-4aba-8a5f-20963c874fd5,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,Magdelaine Cay,-16.6,150.283,4000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
b4f1f07f-d8a7-406d-8fa7-6115cdae3aa3,"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Acropora nasuta,species,Acropora (Acropora) nasuta,"Bennett Island (Passage Islet), Chesterfield Atoll",-19.333,158.666,8000,J. Veron,,noIssue,dr684,Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
