"species","site","present","Latitude","Longitude","stdev","SST_p50","Chl_50p","skewnes","TSM_50P","PAR_50P","Calcification.rate","Colony.maximum.diameter","Corallite.width.maximum","Growth.form.typical","Growth.rate","Polyps.per.area","Skeletal.density","Skeletal.micro.density","molefam","morphfam"
"Acropora glauca",16,0,-23.449,151.905,2.26072192192078,24.4865627288818,0.31361511349678,0.0725477412343025,0.502270579338074,45.4498291015625,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",154,0,-18.512,147.545,1.95223236083984,26.4018745422363,0.133960425853729,-0.0232367645949125,0.360459864139557,47.3849411010742,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",53,0,-20.966,150.083,2.36805033683777,25.6481246948242,0.305505156517029,-0.145251825451851,0.607946813106537,46.9554290771484,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",144,0,-18.776,146.6667,2.56029105186462,26.4018745422363,0.434619843959808,-0.127716973423958,0.75140106678009,45.8237495422363,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",210,0,-23.48,151.88,2.33123731613159,24.3768749237061,0.307645380496979,0.0741970762610435,0.500826299190521,45.4498291015625,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",174,0,-28.621,153.616,2.29460763931274,23.0268745422363,NA,0.136034920811653,NA,41.3021011352539,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",175,0,-34.776,138.147,3.15691900253296,17.4018745422363,1.16070890426636,0.100022859871387,1.0908625125885,39.0157852172852,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",180,0,-16.385,145.557,2.34729933738708,26.6268749237061,0.438577175140381,-0.0477329306304455,0.822582960128784,45.5086402893066,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",171,0,20.17,149.03,1.46285498142242,28.0499992370605,0.0486075505614281,-0.218466326594353,0.222582057118416,47.006275177002,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",84,0,-9.939,144.023,1.59569144248962,27.1499996185303,0.526293754577637,-0.128346979618073,0.443398207426071,45.6243896484375,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",55,0,-13.246,143.958,1.8133133649826,26.7000007629395,2.32134246826172,0.0125490436330438,1.98089218139648,46.0488815307617,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",141,0,-9.868,144.16,1.56032204627991,26.9981250762939,0.509062528610229,-0.116476207971573,0.447990357875824,46.1238403320312,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",163,0,-9.926,144.048,1.59889137744904,27.2231254577637,0.524091303348541,-0.157918184995651,0.440551221370697,45.2118492126465,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",14,0,-21.833,151.8,2.13205051422119,25.4231262207031,0.242458358407021,-0.104041270911694,0.410610646009445,47.4056434631348,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",101,1,-31.528,159.05,2.06447076797485,21.5249996185303,0.197583243250847,0.129900142550468,0.425139963626862,39.9306716918945,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",68,0,-13.246,143.909,1.87929248809814,26.7731246948242,2.14065146446228,0.00511331064626575,1.95467066764832,46.0488815307617,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",103,0,-13.067,143.903,1.78257596492767,26.6268749237061,2.97152709960938,0.0537080802023411,2.23223829269409,46.8165092468262,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",195,0,-14.498,144.952,2.24166059494019,26.6268749237061,0.224860310554504,-0.0373119935393333,0.444912016391754,47.2827606201172,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",40,0,-23.635,152.155,2.15542912483215,24.5231246948242,0.320773035287857,0.0512040965259075,0.477597564458847,45.5868453979492,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",172,0,-12.283,123.33,1.42959046363831,28.8768749237061,0.199341014027596,-0.13427671790123,0.410115838050842,47.499828338623,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",177,0,-12.07,143.97,1.71893095970154,26.7731246948242,0.963092446327209,0.0152889406308532,1.49127101898193,45.202880859375,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",83,0,-19.838,158.29,1.64225375652313,25.4231262207031,0.20608676970005,0.0606523603200912,0.399384051561356,47.0939865112305,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",140,0,-19.416,148.766,2.05967903137207,25.8731250762939,0.144772678613663,-0.114738114178181,0.352476239204407,46.7914123535156,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",18,0,-9.8,143.02,1.97326147556305,27.5634365081787,1.59840273857117,-0.0589460432529449,2.57201671600342,44.6165809631348,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",152,0,-13.257,143.949,1.8133133649826,26.7000007629395,2.32134246826172,0.0125490436330438,1.98089218139648,46.0488815307617,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",88,0,-23.905,152.389,2.12432885169983,24.5231246948242,0.282891064882278,0.0399942323565483,0.432219624519348,45.3699111938477,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",119,0,-21.116,152.766,1.76842355728149,25.8731250762939,0.124639749526978,0.0326590277254581,0.342718064785004,47.2980499267578,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",183,0,-9.361,144.098,1.69445192813873,27.5268745422363,0.417715460062027,-0.100527994334698,0.411065548658371,45.4683303833008,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",222,0,-16.16,149.98,1.56188833713531,26.7000007629395,0.0870596915483475,0.00498310849070549,0.304494172334671,47.2229690551758,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",4,0,-18.693,146.596,2.50007009506226,26.4750003814697,0.476219683885574,-0.155425563454628,0.893917381763458,44.0809783935547,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",113,0,-9.749,143.399,1.79039573669434,27.5268745422363,1.8443500995636,-0.0697010532021523,1.72372114658356,44.0674095153809,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",159,0,-18.77,146.51,2.63901495933533,26.4750003814697,0.498247742652893,-0.186930805444717,1.11389720439911,45.314380645752,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",65,0,-9.867,143.167,1.89360082149506,27.6000003814697,1.49202537536621,-0.0766594260931015,2.47273826599121,44.2370071411133,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",194,0,-18.7757,146.6678,2.56029105186462,26.4018745422363,0.434619843959808,-0.127716973423958,0.75140106678009,45.8237495422363,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",186,0,-9.745,143.415,1.79039573669434,27.5268745422363,1.8443500995636,-0.0697010532021523,1.72372114658356,44.0674095153809,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",80,0,-20.333,148.85,2.64801359176636,25.7268753051758,NA,-0.168428018689156,NA,46.337272644043,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",59,0,-18.68,146.59,2.50007009506226,26.4750003814697,0.476219683885574,-0.155425563454628,0.893917381763458,44.0809783935547,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",170,0,-18.512,147.538,1.95223236083984,26.4018745422363,0.133960425853729,-0.0232367645949125,0.360459864139557,47.3849411010742,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",57,1,-11.914,143.473,1.97928595542908,27.0768737792969,3.31372690200806,-0.0382470674812794,2.27622151374817,45.1265106201172,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",12,0,-18.657,146.503,2.57104706764221,26.4750003814697,0.480201840400696,-0.152792111039162,0.933957636356354,44.8490715026855,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",33,0,-19.607,158.545,1.7450647354126,25.5018749237061,0.132024377584457,-1.45195138454437,0.380327463150024,47.3527183532715,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",189,0,-18.8134,146.4322,2.71904611587524,26.5115623474121,0.492128372192383,-0.191384389996529,1.24214625358582,46.3942794799805,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",184,0,-9.937,143.984,1.60885190963745,27.2231254577637,0.53530740737915,-0.173720002174377,0.459974825382233,45.6243896484375,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",94,0,-17.411,155.846,1.58217740058899,26.5481262207031,0.116096213459969,0.0522535629570484,0.322489678859711,46.1655120849609,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",220,0,-18.556,147.507,1.96215891838074,26.4018745422363,0.137167364358902,-0.0113865016028285,0.362372815608978,46.702579498291,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",75,0,-18.73,146.69,2.43690323829651,26.4018745422363,0.361684650182724,-0.153903141617775,0.576978921890259,45.8922309875488,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",192,0,-9.926,144.053,1.56723976135254,27.1499996185303,0.528397619724274,-0.15819750726223,0.437846302986145,45.4015998840332,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",34,1,-26.978,153.486,2.19105100631714,23.6231250762939,0.497140914201736,0.00822168681770563,0.512749552726746,44.2811584472656,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",209,0,-13.493,144.16,1.79743051528931,26.7731246948242,0.506556749343872,0.0716192424297333,0.649451375007629,45.4668998718262,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",162,0,-19.121,146.878,2.75865197181702,26.3231258392334,NA,-0.160702869296074,NA,45.8875312805176,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",122,0,-20.976,150.527,2.27639865875244,25.5018749237061,0.362503945827484,-0.0787885412573814,0.458070755004883,47.8648300170898,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",23,0,-11.739,144.101,1.73182702064514,26.7731246948242,1.00681042671204,0.0231790747493505,1.49799394607544,44.9739418029785,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",93,0,-23.55,151.66,2.49417281150818,24.2981262207031,0.347836136817932,0.0507859140634537,0.399060547351837,46.1446304321289,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",27,0,-11.694,144.028,1.73139977455139,26.7731246948242,1.17057538032532,-0.0224045440554619,1.84963130950928,45.0612907409668,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",114,0,-11.766,143.833,1.76266300678253,26.7731246948242,0.812322735786438,0.0631333217024803,1.17061829566956,46.0341911315918,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",1,0,-18.682,146.513,2.54703164100647,26.4750003814697,0.516013741493225,-0.145214796066284,0.952635705471039,45.6650085449219,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",126,0,-9.904,144.114,1.55237138271332,27.0768737792969,0.517446041107178,-0.144193649291992,0.442460656166077,45.4015998840332,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",200,0,-9.893,144.181,1.5685623884201,26.9981250762939,0.548855662345886,-0.0691331177949905,0.480818033218384,46.1238403320312,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",41,1,-29.454,159.111,1.92896330356598,22.0481262207031,0.190693020820618,0.201014995574951,0.420939832925797,40.8140983581543,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",58,0,-18.56,146.49,2.56156516075134,26.4018745422363,0.483865082263947,-0.128635168075562,0.933895528316498,44.8510093688965,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",73,0,-18.761,146.592,2.58011937141418,26.6268749237061,0.480213582515717,-0.152430057525635,0.866406142711639,44.0809783935547,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",218,0,-9.882,144.202,1.5761307477951,27.0768737792969,0.546482741832733,-0.0788895413279533,0.45325568318367,46.1238403320312,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",155,0,-18.8,147.533,2.02576065063477,26.25,0.208641454577446,-0.0519587844610214,0.39419150352478,46.4476013183594,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",134,0,-20.283,149.06,2.46941423416138,25.6481246948242,NA,-0.162398636341095,NA,44.7023582458496,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",13,0,-18.686,146.566,2.50007009506226,26.4750003814697,0.476219683885574,-0.155425563454628,0.893917381763458,44.0809783935547,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",167,0,-9.912,144.018,1.59889137744904,27.2231254577637,0.524091303348541,-0.157918184995651,0.440551221370697,45.2118492126465,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",116,0,-20.966,150.665,2.19422149658203,25.5018749237061,0.391069114208221,-0.098269097507,0.478882223367691,47.7362785339355,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",125,0,-10.589,142.209,1.88697862625122,27.6731262207031,3.76980924606323,-0.123412378132343,2.23581171035767,43.6664505004883,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",131,0,-18.595,146.489,2.58937573432922,26.4750003814697,0.484263122081757,-0.148054257035255,0.933936953544617,44.8490715026855,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",136,0,-18.57,146.493,2.56156516075134,26.4018745422363,0.483865082263947,-0.128635168075562,0.933895528316498,44.8510093688965,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",45,0,-17.427,155.852,1.58217740058899,26.5481262207031,0.116096213459969,0.0522535629570484,0.322489678859711,46.1655120849609,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",203,0,-9.577,143.482,1.78563237190247,27.6000003814697,0.67562460899353,-0.0295837838202715,0.595563530921936,45.0635414123535,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",214,0,-18.516,147.53,1.95223236083984,26.4018745422363,0.133960425853729,-0.0232367645949125,0.360459864139557,47.3849411010742,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",151,0,-10.59,142.2,1.88554000854492,27.6731262207031,3.76980972290039,-0.113339640200138,2.23581171035767,44.6312637329102,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",61,0,-12.132,143.808,1.7470418214798,26.7000007629395,2.65061283111572,0.0476048663258553,2.34056711196899,46.2537307739258,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",221,0,-17.412,155.851,1.58217740058899,26.5481262207031,0.116096213459969,0.0522535629570484,0.322489678859711,46.1655120849609,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",158,0,-20.964,150.074,2.36805033683777,25.6481246948242,0.305505156517029,-0.145251825451851,0.607946813106537,46.9554290771484,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",123,0,-23.7,152.183,2.16615676879883,24.4500007629395,0.314771890640259,0.0755935981869698,0.481332540512085,45.5513801574707,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",90,0,-9.75,143.85,1.65008819103241,27.4481258392334,0.542775630950928,-0.163947969675064,0.465934455394745,45.211498260498,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",104,0,-9.77,143.898,1.66739749908447,27.375,0.53528892993927,-0.194240361452103,0.456713140010834,46.0153694152832,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",224,0,-14.66,145.44,2.03184080123901,26.4750003814697,0.152984157204628,0.0367623306810856,0.403374493122101,46.6945724487305,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",148,0,-18.863,148.077,1.91380059719086,26.25,0.165488958358765,0.0286576263606548,0.404676288366318,47.2479095458984,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",173,0,-23.438,151.968,2.21623611450195,24.4500007629395,0.306954860687256,0.0817462950944901,0.507335186004639,45.6852188110352,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",15,0,-14.4251,144.8154,2.24680113792419,26.5115623474121,0.20690855383873,-0.0396359227597713,0.43774476647377,47.5887908935547,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",78,0,-14.492,144.974,2.21786737442017,26.6268749237061,0.231639385223389,-0.0269034262746572,0.446161955595016,47.7921676635742,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",149,0,-9.913,144.031,1.59889137744904,27.2231254577637,0.524091303348541,-0.157918184995651,0.440551221370697,45.2118492126465,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",28,0,-19.865,158.296,1.63461542129517,25.4231262207031,0.1791832447052,0.037835381925106,0.385988593101501,47.0939865112305,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",22,0,-14.688,145.468,2.00750994682312,26.4750003814697,0.153620600700378,0.00843250937759876,0.402504026889801,46.3442230224609,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",132,0,-20.07,148.922,2.40918159484863,25.9518737792969,0.304212927818298,-0.149110242724419,0.538935303688049,46.4655914306641,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",137,0,-14.662,145.445,2.03184080123901,26.4750003814697,0.152984157204628,0.0367623306810856,0.403374493122101,46.6945724487305,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",211,0,-38.1,144.88,3.39820861816406,15.6750001907349,1.41957938671112,0.0980828776955605,0.781960725784302,33.2325057983398,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",11,0,-9.89,144.17,1.5533150434494,27.0768737792969,0.510847091674805,-0.103026166558266,0.451148688793182,46.1238403320312,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",87,0,-18.774,146.522,2.63901495933533,26.4750003814697,0.498247742652893,-0.186930805444717,1.11389720439911,45.314380645752,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",8,0,-9.912,144.066,1.56723976135254,27.1499996185303,0.528397619724274,-0.15819750726223,0.437846302986145,45.4015998840332,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",187,0,-14.383,145.366,1.89524853229523,26.5481262207031,0.151772201061249,0.0328392125666142,0.401813983917236,46.6191902160645,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",217,0,-31.543,159.07,2.06447076797485,21.5249996185303,0.197583243250847,0.129900142550468,0.425139963626862,39.9306716918945,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",166,0,-19.107,146.828,2.70983839035034,26.4750003814697,0.459216386079788,-0.183370724320412,1.29931962490082,46.1471900939941,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",46,0,-13.069,143.901,1.78257596492767,26.6268749237061,2.97152709960938,0.0537080802023411,2.23223829269409,46.8165092468262,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",86,0,-13.172,143.943,1.77060151100159,26.7000007629395,2.72446465492249,0.00456530461087823,2.11965990066528,46.0726013183594,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",17,0,-14.651,145.491,1.97913122177124,26.4750003814697,0.154817640781403,0.032080315053463,0.400379002094269,46.4031677246094,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",157,0,-17.399,155.875,1.5945657491684,26.5481262207031,0.153583988547325,0.0314838029444218,0.358908116817474,46.8732147216797,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",31,0,-19.883,158.316,1.63461542129517,25.4231262207031,0.1791832447052,0.037835381925106,0.385988593101501,47.0939865112305,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",63,0,-18.199,146.809,2.1183934211731,26.3231258392334,0.31823456287384,-0.0243014842271805,0.449063181877136,45.5433082580566,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",191,0,-9.516,143.292,1.84672808647156,27.7518749237061,1.88788866996765,-0.0761422216892242,1.72372114658356,44.3979454040527,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",30,0,-23.619,152.168,2.15542912483215,24.5231246948242,0.320773035287857,0.0512040965259075,0.477597564458847,45.5868453979492,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",232,0,-9.761,143.4,1.7985976934433,27.6000003814697,1.88802218437195,-0.0915068611502647,1.72372114658356,43.8366317749023,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",176,0,-12.26,123.09,1.46488118171692,28.8768749237061,0.344217538833618,-0.168043032288551,0.448769688606262,45.7963981628418,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",91,0,-23.605,152.159,2.15542912483215,24.5231246948242,0.320773035287857,0.0512040965259075,0.477597564458847,45.5868453979492,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",35,0,-10.766,143.983,1.61172378063202,26.9249992370605,1.0195677280426,-0.118192881345749,1.80084228515625,45.2251815795898,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",208,0,-19.73,148.35,2.39018774032593,26.0249996185303,0.320769518613815,-0.154030621051788,0.549177825450897,47.6409301757812,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",105,0,-18.782,146.635,2.61777377128601,26.5481262207031,0.474142700433731,-0.136650159955025,0.848939538002014,45.8208084106445,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",44,0,-12.783,143.702,1.90678095817566,26.7365627288818,3.28841924667358,-0.0317258350551128,2.26391386985779,45.9787406921387,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",7,0,-18.567,146.48,2.56156516075134,26.4018745422363,0.483865082263947,-0.128635168075562,0.933895528316498,44.8510093688965,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",5,0,-21.737,152.415,2.00885033607483,25.3500003814697,0.14240625500679,-0.0418658629059792,0.352547466754913,46.4060592651367,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
"Acropora glauca",6,0,-20.975,150.515,2.27639865875244,25.5018749237061,0.362503945827484,-0.0787885412573814,0.458070755004883,47.8648300170898,NA,NA,"1.3","tables_or_plates",NA,NA,"1.46","2.824","Acroporidae","Acroporidae"
