trait,master_species,value
wave_exposure_preference,Porites.cylindrica,protected
wave_exposure_preference,Porites.deformis,protected
wave_exposure_preference,Porites.densa,protected
wave_exposure_preference,Porites.desilveri,broad
wave_exposure_preference,Porites.divaricata,protected
wave_exposure_preference,Porites.duerdeni,protected
wave_exposure_preference,Porites.echinulata,broad
wave_exposure_preference,Porites.ericacea,broad
wave_exposure_preference,Porites.eridani,protected
wave_exposure_preference,Porites.evermanni,protected
wave_exposure_preference,Porites.excavata,broad
wave_exposure_preference,Porites.flavus,protected
wave_exposure_preference,Porites.furcata,broad
wave_exposure_preference,Porites.harrisoni,broad
wave_exposure_preference,Porites.heronensis,protected
wave_exposure_preference,Porites.horizontalata,broad
wave_exposure_preference,Porites.latistella,protected
wave_exposure_preference,Porites.lichen,exposed
wave_exposure_preference,Porites.lobata,protected
wave_exposure_preference,Porites.lutea,protected
wave_exposure_preference,Porites.mayeri,protected
wave_exposure_preference,Porites.monticulosa,broad
wave_exposure_preference,Porites.murrayensis,broad
wave_exposure_preference,Porites.myrmidonensis,exposed
wave_exposure_preference,Porites.napopora,broad
wave_exposure_preference,Porites.negrosensis,protected
wave_exposure_preference,Porites.nigrescens,protected
wave_exposure_preference,Porites.nodifera,broad
wave_exposure_preference,Porites.okinawensis,protected
wave_exposure_preference,Porites.ornata,protected
wave_exposure_preference,Porites.panamensis,exposed
wave_exposure_preference,Porites.porites,protected
wave_exposure_preference,Porites.profundus,broad
wave_exposure_preference,Porites.pukoensis,protected
wave_exposure_preference,Porites.rugosa,broad
wave_exposure_preference,Porites.rus,broad
wave_exposure_preference,Porites.sillimaniana,broad
wave_exposure_preference,Porites.solida,broad
wave_exposure_preference,Porites.somaliensis,broad
wave_exposure_preference,Porites.stephensoni,protected
wave_exposure_preference,Porites.studeri,protected
wave_exposure_preference,Porites.tuberculosa,protected
wave_exposure_preference,Porites.vaughani,broad
wave_exposure_preference,Poritipora.paliformis,broad
wave_exposure_preference,Psammocora.albopicta,broad
wave_exposure_preference,Psammocora.contigua,protected
wave_exposure_preference,Psammocora.decussata,exposed
wave_exposure_preference,Psammocora.digitata,broad
wave_exposure_preference,Psammocora.explanulata,protected
wave_exposure_preference,Psammocora.haimeana,broad
wave_exposure_preference,Psammocora.interstinctus,protected
wave_exposure_preference,Psammocora.nierstraszi,exposed
wave_exposure_preference,Psammocora.obtusangula,exposed
wave_exposure_preference,Psammocora.profundacella,broad
wave_exposure_preference,Psammocora.ramosa,protected
wave_exposure_preference,Psammocora.stellata,exposed
wave_exposure_preference,Psammocora.superficialis,broad
wave_exposure_preference,Psammocora.vaughani,broad
wave_exposure_preference,Psammocora.verrilli,exposed
wave_exposure_preference,Pseudocyathoceras.avis,protected
wave_exposure_preference,Pseudosiderastrea.tayami,exposed
wave_exposure_preference,Rhizopsammia.wellingtoni,protected
wave_exposure_preference,Sandalolitha.africana,broad
wave_exposure_preference,Sandalolitha.dentata,protected
wave_exposure_preference,Sandalolitha.robusta,broad
wave_exposure_preference,Scapophyllia.cylindrica,protected
wave_exposure_preference,Schizoculina.africana,protected
wave_exposure_preference,Schizoculina.fissipara,protected
wave_exposure_preference,Scolymia.australis,exposed
wave_exposure_preference,Scolymia.cubensis,protected
wave_exposure_preference,Scolymia.lacera,protected
wave_exposure_preference,Scolymia.vitiensis,broad
wave_exposure_preference,Scolymia.wellsi,protected
wave_exposure_preference,Seriatopora.aculeata,broad
wave_exposure_preference,Seriatopora.caliendrum,exposed
wave_exposure_preference,Seriatopora.dendritica,protected
wave_exposure_preference,Seriatopora.guttatus,protected
wave_exposure_preference,Seriatopora.hystrix,broad
wave_exposure_preference,Seriatopora.stellata,broad
wave_exposure_preference,Siderastrea.glynni,exposed
wave_exposure_preference,Siderastrea.radians,broad
wave_exposure_preference,Siderastrea.savignyana,protected
wave_exposure_preference,Siderastrea.siderea,broad
wave_exposure_preference,Siderastrea.stellata,protected
wave_exposure_preference,Simplastrea.vesicularis,broad
wave_exposure_preference,Solenastrea.bournoni,protected
wave_exposure_preference,Solenastrea.hyades,broad
wave_exposure_preference,Sphenotrochus.andrewianus,protected
wave_exposure_preference,Sphenotrochus.aurantiacus,protected
wave_exposure_preference,Sphenotrochus.auritus,protected
wave_exposure_preference,Sphenotrochus.evexicostatus,protected
wave_exposure_preference,Sphenotrochus.excavatus,protected
wave_exposure_preference,Sphenotrochus.gardineri,protected
wave_exposure_preference,Sphenotrochus.gilchristi,protected
wave_exposure_preference,Sphenotrochus.hancocki,protected
wave_exposure_preference,Sphenotrochus.imbricaticostatus,protected
wave_exposure_preference,Sphenotrochus.ralphae,protected
wave_exposure_preference,Sphenotrochus.squiresi,protected
wave_exposure_preference,Stephanocoenia.intersepta,broad
wave_exposure_preference,Stephanocoenia.michelinii,exposed
wave_exposure_preference,Stephanocyathus.explanans,protected
wave_exposure_preference,Stephanocyathus.spiniger,protected
wave_exposure_preference,Stylaraea.punctata,protected
wave_exposure_preference,Stylocoeniella.armata,broad
wave_exposure_preference,Stylocoeniella.cocosensis,protected
wave_exposure_preference,Stylocoeniella.guentheri,protected
wave_exposure_preference,Stylocoeniella.muscosus,broad
wave_exposure_preference,Stylophora.danae,broad
wave_exposure_preference,Stylophora.kuehlmanni,broad
wave_exposure_preference,Stylophora.madagascarensis,exposed
wave_exposure_preference,Stylophora.mamillata,protected
wave_exposure_preference,Stylophora.pistillata,exposed
wave_exposure_preference,Stylophora.subseriata,broad
wave_exposure_preference,Stylophora.wellsi,exposed
wave_exposure_preference,Symphyllia.agaricia,exposed
wave_exposure_preference,Symphyllia.erythraea,broad
wave_exposure_preference,Symphyllia.hassi,exposed
wave_exposure_preference,Symphyllia.radians,exposed
wave_exposure_preference,Symphyllia.recta,broad
wave_exposure_preference,Symphyllia.valenciennesii,protected
wave_exposure_preference,Symphyllia.wilsoni,exposed
wave_exposure_preference,Tethocyathus.cylindraceus,protected
wave_exposure_preference,Thrypticotrochus.multilobatus,protected
wave_exposure_preference,Thrypticotrochus.petterdi,protected
wave_exposure_preference,Trachyphyllia.geoffroyi,protected
wave_exposure_preference,Trematotrochus.corbicula,protected
wave_exposure_preference,Trematotrochus.hedleyi,protected
wave_exposure_preference,Trochocyathus.philippinensis,protected
wave_exposure_preference,Trochocyathus.semperi,protected
wave_exposure_preference,Tropidocyathus.labidus,protected
wave_exposure_preference,Tropidocyathus.lessonii,protected
wave_exposure_preference,Truncatoflabellum.angiostomum,broad
wave_exposure_preference,Truncatoflabellum.macroeschara,broad
wave_exposure_preference,Truncatoflabellum.paripavoninum,protected
wave_exposure_preference,Truncatoflabellum.veroni,protected
wave_exposure_preference,Tubastrea.coccinea,protected
wave_exposure_preference,Tubastrea.diaphana,protected
wave_exposure_preference,Turbinaria.bifrons,exposed
wave_exposure_preference,Turbinaria.conspicua,broad
wave_exposure_preference,Turbinaria.frondens,exposed
wave_exposure_preference,Turbinaria.heronensis,exposed
wave_exposure_preference,Turbinaria.irregularis,broad
wave_exposure_preference,Turbinaria.mesenterina,protected
wave_exposure_preference,Turbinaria.patula,broad
wave_exposure_preference,Turbinaria.peltata,protected
wave_exposure_preference,Turbinaria.radicalis,broad
wave_exposure_preference,Turbinaria.reniformis,protected
wave_exposure_preference,Turbinaria.stellulata,exposed
wave_exposure_preference,Turbinolia.stephensoni,protected
wave_exposure_preference,Zoopilus.echinatus,protected
range_size_veron,Acanthastrea.bowerbanki,15991422.5
range_size_veron,Acanthastrea.brevis,19122851.75
range_size_veron,Acanthastrea.echinata,42277168.59
range_size_veron,Acanthastrea.faviaformis,8442634.21
range_size_veron,Acanthastrea.hemprichii,22167887.94
range_size_veron,Acanthastrea.hillae,29547651.43
range_size_veron,Acanthastrea.ishigakiensis,21818198.49
range_size_veron,Acanthastrea.lordhowensis,23545448.12
range_size_veron,Acanthastrea.maxima,1547809.343
range_size_veron,Acanthastrea.regularis,12772066.84
range_size_veron,Acanthastrea.rotundoflora,23293042.8
range_size_veron,Acanthastrea.subechinata,11559186.44
range_size_veron,Acropora.abrolhosensis,14675273
range_size_veron,Acropora.abrotanoides,39971751.25
range_size_veron,Acropora.aculeus,30558281.47
range_size_veron,Acropora.acuminata,29490107.99
range_size_veron,Acropora.akajimensis,2531097.507
range_size_veron,Acropora.anthocercis,32534699.14
range_size_veron,Acropora.appressa,4159356.706
range_size_veron,Acropora.arabensis,4076597.372
range_size_veron,Acropora.aspera,30619195.62
range_size_veron,Acropora.austera,38474764.71
range_size_veron,Acropora.awi,7434259.194
range_size_veron,Acropora.azurea,3005906.678
range_size_veron,Acropora.batunai,4275093.004
range_size_veron,Acropora.bifurcata,16117204.74
range_size_veron,Acropora.branchi,1319852.235
range_size_veron,Acropora.bushyensis,3264616.723
range_size_veron,Acropora.cardenae,3124818.374
range_size_veron,Acropora.carduus,30123945.69
range_size_veron,Acropora.caroliniana,25998762.33
range_size_veron,Acropora.cerealis,34208935.48
range_size_veron,Acropora.cervicornis,3772055.817
range_size_veron,Acropora.chesterfieldensis,14795236.05
range_size_veron,Acropora.clathrata,41776112.27
range_size_veron,Acropora.convexa,8456801.96
range_size_veron,Acropora.cophodactyla,13681246.35
range_size_veron,Acropora.copiosa,25139048.94
range_size_veron,Acropora.crateriformis,13648323.68
range_size_veron,Acropora.cuneata,24055778.97
range_size_veron,Acropora.cylindrica,10682382.62
range_size_veron,Acropora.cytherea,42467007.32
range_size_veron,Acropora.dendrum,26713596.93
range_size_veron,Acropora.derawanensis,5078563.436
range_size_veron,Acropora.desalwii,5458518.822
range_size_veron,Acropora.digitifera,39226209.98
range_size_veron,Acropora.divaricata,32599913.49
range_size_veron,Acropora.donei,17629164.76
range_size_veron,Acropora.downingi,1753847.036
range_size_veron,Acropora.echinata,16676893.1
range_size_veron,Acropora.efflorescens,8371523.001
range_size_veron,Acropora.elegans,6093249.901
range_size_veron,Acropora.elegantula,80509.65437
range_size_veron,Acropora.elizabethensis,139990.1957
range_size_veron,Acropora.elseyi,33660414.4
range_size_veron,Acropora.exquisita,22186093.37
range_size_veron,Acropora.fastigata,6833601.098
range_size_veron,Acropora.fenneri,501699.4861
range_size_veron,Acropora.filiformis,501699.4861
range_size_veron,Acropora.florida,33735645.15
range_size_veron,Acropora.formosa,40698614.49
range_size_veron,Acropora.forskali,3770758.676
range_size_veron,Acropora.gemmifera,39454834.74
range_size_veron,Acropora.glauca,13951215.75
range_size_veron,Acropora.globiceps,28094516.15
range_size_veron,Acropora.gomezi,4854568.273
range_size_veron,Acropora.grandis,32200590.04
range_size_veron,Acropora.granulosa,34218263.51
range_size_veron,Acropora.haimei,1752256.622
range_size_veron,Acropora.hemprichii,5347800.293
range_size_veron,Acropora.hoeksemai,8556564.477
range_size_veron,Acropora.horrida,37908584.66
range_size_veron,Acropora.humilis,42363615.88
range_size_veron,Acropora.hyacinthus,44086198.99
range_size_veron,Acropora.indonesia,8053977.511
range_size_veron,Acropora.inermis,21365697.48
range_size_veron,Acropora.insignis,22448300.91
range_size_veron,Acropora.irregularis,13687796.61
range_size_veron,Acropora.jacquelineae,6605475.69
range_size_veron,Acropora.japonica,1074947.608
range_size_veron,Acropora.kimbeensis,4752789.39
range_size_veron,Acropora.kirstyae,23414811.11
range_size_veron,Acropora.kosurini,3460299.601
range_size_veron,Acropora.lamarcki,4914448.857
range_size_veron,Acropora.latistella,39928272.5
range_size_veron,Acropora.lianae,2730144.952
range_size_veron,Acropora.listeri,28216208.79
range_size_veron,Acropora.loisetteae,6108429.935
range_size_veron,Acropora.lokani,6895796.583
range_size_veron,Acropora.longicyathus,33008392.68
range_size_veron,Acropora.loripes,35727423.81
range_size_veron,Acropora.lovelli,11624054.17
range_size_veron,Acropora.lutkeni,31558926.84
range_size_veron,Acropora.macrostoma,8888414.081
range_size_veron,Acropora.maryae,358683.913
range_size_veron,Acropora.massawensis,529607.532
range_size_veron,Acropora.meridiana,2383527.705
range_size_veron,Acropora.microclados,27755825.11
range_size_veron,Acropora.microphthalma,39906453.55
range_size_veron,Acropora.millepora,28567708.96
range_size_veron,Acropora.minuta,834824.275
range_size_veron,Acropora.mirabilis,10335349.43
range_size_veron,Acropora.monticulosa,31427596.67
range_size_veron,Acropora.multiacuta,10978464.64
range_size_veron,Acropora.nana,27791575.85
range_size_veron,Acropora.nasuta,44741771.61
range_size_veron,Acropora.natalensis,1522244.522
range_size_veron,Acropora.navini,372470.5907
range_size_veron,Acropora.nobilis,41075901.93
range_size_veron,Acropora.ocellata,3692979.173
range_size_veron,Acropora.orbicularis,5044564.072
range_size_veron,Acropora.palifera,32160414.04
range_size_veron,Acropora.palmata,3902044.047
range_size_veron,Acropora.palmerae,23550378.12
range_size_veron,Acropora.paniculata,30094939.5
range_size_veron,Acropora.papillare,13177236.78
range_size_veron,Acropora.parahemprichii,1485605.813
range_size_veron,Acropora.parapharaonis,358683.913
range_size_veron,Acropora.parilis,21339577.84
range_size_veron,Acropora.pectinatus,7432404.96
range_size_veron,Acropora.pharaonis,5085372.476
range_size_veron,Acropora.pichoni,6447233.995
range_size_veron,Acropora.pinguis,10379106.94
range_size_veron,Acropora.plana,11859299.98
range_size_veron,Acropora.plantaginea,3248611.74
range_size_veron,Acropora.plumosa,5488889.229
range_size_veron,Acropora.polystoma,28219984.45
range_size_veron,Acropora.prolifera,3772055.817
range_size_veron,Acropora.prostrata,14698595.71
range_size_veron,Acropora.proximalis,6886749.573
range_size_veron,Acropora.pruinosa,553049.3563
range_size_veron,Acropora.pulchra,37983022.81
range_size_veron,Acropora.rambleri,19753446.07
range_size_veron,Acropora.retusa,22229830.57
range_size_veron,Acropora.robusta,43068596.98
range_size_veron,Acropora.rosaria,26762062.07
range_size_veron,Acropora.roseni,1972731.394
range_size_veron,Acropora.rudis,1786848.682
range_size_veron,Acropora.rufus,530983.7096
range_size_veron,Acropora.russelli,2312257.474
range_size_veron,Acropora.samoensis,40792964.09
range_size_veron,Acropora.sarmentosa,32854817.76
range_size_veron,Acropora.scherzeriana,872545.0032
range_size_veron,Acropora.schmitti,3400603.423
range_size_veron,Acropora.secale,39492025.5
range_size_veron,Acropora.sekiseiensis,6245732.227
range_size_veron,Acropora.selago,31664176.61
range_size_veron,Acropora.seriata,4683696.916
range_size_veron,Acropora.simplex,6829634.879
range_size_veron,Acropora.solitaryensis,27899555.36
range_size_veron,Acropora.speciosa,24036377.41
range_size_veron,Acropora.spicifera,23305865.23
range_size_veron,Acropora.squarrosa,3961807.283
range_size_veron,Acropora.stoddarti,5724246.238
range_size_veron,Acropora.striata,12214720.39
range_size_veron,Acropora.subglabra,23835579.04
range_size_veron,Acropora.subulata,29067123.97
range_size_veron,Acropora.suharsonoi,791755.8543
range_size_veron,Acropora.tanegashimensis,352511.5265
range_size_veron,Acropora.tenella,15274334.59
range_size_veron,Acropora.tenuis,39769576.37
range_size_veron,Acropora.teres,12280428.12
range_size_veron,Acropora.tizardi,6777205.29
range_size_veron,Acropora.togianensis,570642.8526
range_size_veron,Acropora.torihalimeda,4162635.277
range_size_veron,Acropora.torresiana,2108729.295
range_size_veron,Acropora.tortuosa,14910296.65
range_size_veron,Acropora.tumida,4524799.728
range_size_veron,Acropora.turaki,9302745.509
range_size_veron,Acropora.tutuilensis,20121468.62
range_size_veron,Acropora.valenciennesi,21629590.49
range_size_veron,Acropora.valida,45590547.55
range_size_veron,Acropora.variabilis,2827745.112
range_size_veron,Acropora.variolosa,1100363.47
range_size_veron,Acropora.vaughani,33629275.41
range_size_veron,Acropora.vermiculata,13100153.68
range_size_veron,Acropora.verweyi,27878139.83
range_size_veron,Acropora.walindii,4300900.104
range_size_veron,Acropora.wallaceae,5514032.259
range_size_veron,Acropora.willisae,18661892.78
range_size_veron,Acropora.yongei,23408383.14
range_size_veron,Agaricia.agaricites,5047706.253
range_size_veron,Agaricia.fragilis,5152273.498
range_size_veron,Agaricia.grahamae,8955247.67
range_size_veron,Agaricia.humilis,3667779.702
range_size_veron,Agaricia.lamarcki,3772055.817
range_size_veron,Agaricia.tenuifolia,3772055.817
range_size_veron,Agaricia.undata,9193646.82
range_size_veron,Alveopora.allingi,29814391.27
range_size_veron,Alveopora.catalai,11141356.66
range_size_veron,Alveopora.daedalea,9105922.809
range_size_veron,Alveopora.excelsa,8596993.823
range_size_veron,Alveopora.fenestrata,26108844.33
range_size_veron,Alveopora.gigas,5094874.939
range_size_veron,Alveopora.japonica,536484.9963
range_size_veron,Alveopora.marionensis,12200802.39
range_size_veron,Alveopora.minuta,7638465.74
range_size_veron,Alveopora.ocellata,11933130.68
range_size_veron,Alveopora.spongiosa,35550954.02
range_size_veron,Alveopora.tizardi,23272646.64
range_size_veron,Alveopora.verrilliana,30987888.41
range_size_veron,Alveopora.viridis,1876529.548
range_size_veron,Anacropora.forbesi,14084730.07
range_size_veron,Anacropora.matthai,8369271.412
range_size_veron,Anacropora.pillai,3752639.101
range_size_veron,Anacropora.puertogalerae,13353140.65
range_size_veron,Anacropora.reticulata,9245904.385
range_size_veron,Anacropora.spinosa,6705351.157
range_size_veron,Anacropora.spumosa,530983.7096
range_size_veron,Anomastraea.irregularis,4086767.779
range_size_veron,Astrangia.poculata,1780927.643
range_size_veron,Astreopora.cucullata,26238246.91
range_size_veron,Astreopora.expansa,21998124.98
range_size_veron,Astreopora.gracilis,28923105.51
range_size_veron,Astreopora.incrustans,9148958.264
range_size_veron,Astreopora.listeri,33190930.92
range_size_veron,Astreopora.macrostoma,5058626.712
range_size_veron,Astreopora.moretonensis,3049391.556
range_size_veron,Astreopora.myriophthalma,42323912.69
range_size_veron,Astreopora.ocellata,17513182.34
range_size_veron,Astreopora.randalli,31424790.99
range_size_veron,Astreopora.scabra,16916291.46
range_size_veron,Astreopora.suggesta,23563526.16
range_size_veron,Australogyra.zelli,3199412.142
range_size_veron,Australomussa.rowleyensis,17071268.64
range_size_veron,Balanophyllia.europaea,426222.4066
range_size_veron,Barabattoia.amicorum,36680445.51
range_size_veron,Barabattoia.laddi,24906606.01
range_size_veron,Blastomussa.merleti,21309035.37
range_size_veron,Blastomussa.wellsi,18685394.97
range_size_veron,Boninastrea.boninensis,1254881.873
range_size_veron,Cantharellus.doederleini,617142.2518
range_size_veron,Cantharellus.jebbi,10061993.95
range_size_veron,Cantharellus.noumeae,7562376.298
range_size_veron,Catalaphyllia.jardinei,16634933.33
range_size_veron,Caulastrea.connata,3638130.928
range_size_veron,Caulastrea.curvata,16747578.53
range_size_veron,Caulastrea.echinulata,10667409.25
range_size_veron,Caulastrea.furcata,27204828.96
range_size_veron,Caulastrea.tumida,18388005.27
range_size_veron,Cladocora.arbuscula,4010454.967
range_size_veron,Cladocora.caespitosa,67538.49363
range_size_veron,Coeloseris.mayeri,20295611.98
range_size_veron,Colpophyllia.natans,4010454.967
range_size_veron,Coscinaraea.columna,41125913.95
range_size_veron,Coscinaraea.crassa,15655003.52
range_size_veron,Coscinaraea.exesa,32536830.97
range_size_veron,Coscinaraea.marshae,1369351.216
range_size_veron,Coscinaraea.mcneilli,1315102.594
range_size_veron,Coscinaraea.monile,18917028.36
range_size_veron,Coscinaraea.wellsi,31322254.04
range_size_veron,Ctenactis.albitentaculata,18637494.98
range_size_veron,Ctenactis.crassa,32266772.02
range_size_veron,Ctenactis.echinata,34305276.03
range_size_veron,Ctenella.chagius,717838.0119
range_size_veron,Cycloseris.colini,2663850.352
range_size_veron,Cycloseris.erosa,12952977.19
range_size_veron,Cycloseris.patelliformis,23718273.21
range_size_veron,Cynarina.lacrymalis,32308515.89
range_size_veron,Cyphastrea.agassizi,17427576.49
range_size_veron,Cyphastrea.chalcidicum,41487214.85
range_size_veron,Cyphastrea.decadia,14309567.39
range_size_veron,Cyphastrea.hexasepta,529607.532
range_size_veron,Cyphastrea.japonica,12804706.15
range_size_veron,Cyphastrea.microphthalma,45132710.31
range_size_veron,Cyphastrea.ocellina,20819007.01
range_size_veron,Cyphastrea.serailia,43746618.35
range_size_veron,Dendrogyra.cylindrus,3772055.817
range_size_veron,Dichocoenia.stokesi,4115022.212
range_size_veron,Diploastrea.heliopora,34510740.69
range_size_veron,Diploria.clivosa,3876623.062
range_size_veron,Diploria.labyrinthiformis,3985033.982
range_size_veron,Diploria.strigosa,4115022.212
range_size_veron,Duncanopsammia.axifuga,4521373.411
range_size_veron,Echinomorpha.nishihirai,9993989.051
range_size_veron,Echinophyllia.aspera,44080389.68
range_size_veron,Echinophyllia.costata,2583032.782
range_size_veron,Echinophyllia.echinata,37843683.08
range_size_veron,Echinophyllia.echinoporoides,12903227.28
range_size_veron,Echinophyllia.orpheensis,22933398.27
range_size_veron,Echinophyllia.patula,8185870.568
range_size_veron,Echinophyllia.pectinata,3312046.886
range_size_veron,Echinopora.ashmorensis,3335066.834
range_size_veron,Echinopora.forskaliana,4335637.731
range_size_veron,Echinopora.fruticulosa,2961916.278
range_size_veron,Echinopora.gemmacea,40903841.67
range_size_veron,Echinopora.hirsutissima,30351437.31
range_size_veron,Echinopora.horrida,25869222.23
range_size_veron,Echinopora.irregularis,358683.913
range_size_veron,Echinopora.lamellosa,43443327.8
range_size_veron,Echinopora.mammiformis,19172386.53
range_size_veron,Echinopora.pacificus,20038436
range_size_veron,Echinopora.robusta,80509.65437
range_size_veron,Echinopora.taylorae,5520042.16
range_size_veron,Echinopora.tiranensis,358683.913
range_size_veron,Erythrastrea.flabellata,546672.4494
range_size_veron,Euphyllia.ancora,15836805.03
range_size_veron,Euphyllia.cristata,25970746.43
range_size_veron,Euphyllia.divisa,14329229.95
range_size_veron,Euphyllia.glabrescens,32194545.13
range_size_veron,Euphyllia.paraancora,14204082.17
range_size_veron,Euphyllia.paradivisa,2192812.527
range_size_veron,Euphyllia.paraglabrescens,697826.8982
range_size_veron,Euphyllia.yaeyamaensis,9146268.304
range_size_veron,Eusmilia.fastigiata,3876623.062
range_size_veron,Favia.albidus,1219928.762
range_size_veron,Favia.danae,29392259.29
range_size_veron,Favia.favus,41322314.3
range_size_veron,Favia.fragum,5919754.935
range_size_veron,Favia.helianthoides,30519717.4
range_size_veron,Favia.lacuna,530983.7096
range_size_veron,Favia.laxa,17507886.07
range_size_veron,Favia.leptophylla,1037251.286
range_size_veron,Favia.lizardensis,31405810.64
range_size_veron,Favia.maritima,30814147.41
range_size_veron,Favia.marshae,11433899.25
range_size_veron,Favia.matthaii,44079392.88
range_size_veron,Favia.maxima,20457047.89
range_size_veron,Favia.pallida,44224517.28
range_size_veron,Favia.rosaria,17135038.22
range_size_veron,Favia.rotumana,39196542.76
range_size_veron,Favia.rotundata,27754585.05
range_size_veron,Favia.speciosa,40776211.41
range_size_veron,Favia.stelligera,43747869.99
range_size_veron,Favia.truncatus,21714651.03
range_size_veron,Favia.veroni,28599558
range_size_veron,Favia.vietnamensis,12899623.56
range_size_veron,Favites.abdita,41238973.57
range_size_veron,Favites.acuticollis,11705074.74
range_size_veron,Favites.bestae,19044584.04
range_size_veron,Favites.chinensis,31867659.97
range_size_veron,Favites.complanata,39595308.56
range_size_veron,Favites.flexuosa,42047443.61
range_size_veron,Favites.halicora,33929893.49
range_size_veron,Favites.micropentagona,13635317.8
range_size_veron,Favites.paraflexuosa,14472153.73
range_size_veron,Favites.pentagona,36416686.88
range_size_veron,Favites.russelli,40499808.49
range_size_veron,Favites.spinosa,6149305.238
range_size_veron,Favites.stylifera,7743247.762
range_size_veron,Favites.vasta,11106082.71
range_size_veron,Fungia.concinna,41434460.94
range_size_veron,Fungia.corona,18974240.42
range_size_veron,Cycloseris.costulata,24431339.34
range_size_veron,Cycloseris.curvata,11869099.08
range_size_veron,Cycloseris.cyclolites,22628503.73
range_size_veron,Fungia.danai,27629788.04
range_size_veron,Diaseris.distorta,40419980.97
range_size_veron,Diaseris.fragilis,30576032.38
range_size_veron,Fungia.fralinae,6534975.412
range_size_veron,Fungia.fungites,41430256.5
range_size_veron,Fungia.granulosa,39947089.69
range_size_veron,Cycloseris.hexagonalis,14300808.63
range_size_veron,Fungia.horrida,38688284.53
range_size_veron,Fungia.klunzingeri,21259353.95
range_size_veron,Fungia.moluccensis,30333633.27
range_size_veron,Fungia.paumotensis,41218698.38
range_size_veron,Fungia.puishani,1821305.624
range_size_veron,Fungia.repanda,38974281.87
range_size_veron,Fungia.scabra,21421862.17
range_size_veron,Fungia.scruposa,37865556.24
range_size_veron,Fungia.scutaria,44276041.95
range_size_veron,Fungia.seychellensis,3536829.784
range_size_veron,Cycloseris.sinensis,31593333.84
range_size_veron,Cycloseris.somervillei,17938249.03
range_size_veron,Fungia.spinifer,12276823.98
range_size_veron,Fungia.taiwanensis,2025817.994
range_size_veron,Cycloseris.tenuis,32449004.83
range_size_veron,Cycloseris.vaughani,36782571.96
range_size_veron,Galaxea.acrhelia,6922497.019
range_size_veron,Galaxea.astreata,34005158.58
range_size_veron,Galaxea.cryptoramosa,6788317.435
range_size_veron,Galaxea.fascicularis,41504973.44
range_size_veron,Galaxea.horrescens,21450916.43
range_size_veron,Galaxea.longisepta,11465252.68
range_size_veron,Galaxea.paucisepta,14398263.34
range_size_veron,Gardineroseris.planulata,46296789.92
range_size_veron,Goniastrea.aspera,40279295.83
range_size_veron,Goniastrea.australensis,41654057.8
range_size_veron,Goniastrea.columella,1854345.301
range_size_veron,Goniastrea.deformis,2711089.769
range_size_veron,Goniastrea.edwardsi,35671657.7
range_size_veron,Goniastrea.favulus,29264109.61
range_size_veron,Goniastrea.minuta,14354685.4
range_size_veron,Goniastrea.palauensis,27644538.38
range_size_veron,Goniastrea.pectinata,41775293.53
range_size_veron,Goniastrea.peresi,5668717.107
range_size_veron,Goniastrea.ramosa,5761513.058
range_size_veron,Goniastrea.retiformis,36618360.19
range_size_veron,Goniastrea.thecata,1037569.602
range_size_veron,Goniopora.albiconus,12842295.38
range_size_veron,Goniopora.burgosi,13958361.97
range_size_veron,Goniopora.cellulosa,969215.2108
range_size_veron,Goniopora.ciliatus,1349991.372
range_size_veron,Goniopora.columna,34535239.04
range_size_veron,Goniopora.djiboutiensis,34461524.6
range_size_veron,Goniopora.eclipsensis,9374783.231
range_size_veron,Goniopora.fruticosa,18616742.6
range_size_veron,Goniopora.lobata,34564546.09
range_size_veron,Goniopora.minor,39349825.22
range_size_veron,Goniopora.norfolkensis,5404183.165
range_size_veron,Goniopora.palmensis,11273264.02
range_size_veron,Goniopora.pandoraensis,20577510.92
range_size_veron,Goniopora.pearsoni,358683.913
range_size_veron,Goniopora.pendulus,11959095.38
range_size_veron,Goniopora.planulata,9356831.502
range_size_veron,Goniopora.polyformis,7474324.093
range_size_veron,Goniopora.savignyi,358683.913
range_size_veron,Goniopora.somaliensis,39454702.67
range_size_veron,Goniopora.stokesi,33314237.55
range_size_veron,Goniopora.stutchburyi,34968920.89
range_size_veron,Goniopora.sultani,358683.913
range_size_veron,Goniopora.tenella,6972172.522
range_size_veron,Goniopora.tenuidens,33328268.72
range_size_veron,Gyrosmilia.interrupta,3230562.415
range_size_veron,Halomitra.clavator,5883745.906
range_size_veron,Halomitra.meierae,995158.3838
range_size_veron,Halomitra.pileus,34186220.27
range_size_veron,Heliofungia.actiniformis,25366917.29
range_size_veron,Herpolitha.limax,41941409.38
range_size_veron,Herpolitha.weberi,29930313.38
range_size_veron,Heterocyathus.aequicostatus,23554710.15
range_size_veron,Heteropsammia.cochlea,31174061.22
range_size_veron,Horastrea.indica,2388699.686
range_size_veron,Hydnophora.bonsai,1872395.455
range_size_veron,Hydnophora.exesa,37660144.22
range_size_veron,Hydnophora.grandis,23613030.27
range_size_veron,Hydnophora.microconos,42454003.97
range_size_veron,Hydnophora.pilosa,12772933.14
range_size_veron,Hydnophora.rigida,33248164.66
range_size_veron,Indophyllia.macassarensis,2573528.025
range_size_veron,Isophyllia.rigida,3876623.062
range_size_veron,Isophyllia.sinuosa,3876623.062
