trait,master_species,value
depth_range,Porites.branneri,3
depth_range,Porites.columnaris,15
depth_range,Porites.compressa,30
depth_range,Porites.cumulatus,18
depth_range,Porites.cylindrica,19
depth_range,Porites.deformis,29.5
depth_range,Porites.densa,19
depth_range,Porites.desilveri,0
depth_range,Porites.divaricata,46.9
depth_range,Porites.echinulata,19
depth_range,Porites.eridani,18
depth_range,Porites.flavus,0
depth_range,Porites.furcata,49.8
depth_range,Porites.harrisoni,14
depth_range,Porites.heronensis,19
depth_range,Porites.horizontalata,15
depth_range,Porites.latistella,19
depth_range,Porites.lichen,29
depth_range,Porites.lobata,30
depth_range,Porites.lutea,30
depth_range,Porites.mayeri,17
depth_range,Porites.monticulosa,17
depth_range,Porites.murrayensis,5
depth_range,Porites.myrmidonensis,17
depth_range,Porites.napopora,12
depth_range,Porites.negrosensis,13
depth_range,Porites.nigrescens,19.5
depth_range,Porites.nodifera,10
depth_range,Porites.ornata,12
depth_range,Porites.panamensis,36
depth_range,Porites.porites,34.5
depth_range,Porites.profundus,12
depth_range,Porites.rugosa,12
depth_range,Porites.rus,19
depth_range,Porites.sillimaniana,4
depth_range,Porites.solida,29
depth_range,Porites.somaliensis,19
depth_range,Porites.stephensoni,5
depth_range,Porites.studeri,30
depth_range,Porites.sverdrupi,39
depth_range,Porites.tuberculosa,19
depth_range,Porites.vaughani,39
depth_range,Poritipora.paliformis,10
depth_range,Pourtalocyathus.hispidus,657
depth_range,Pourtalosmilia.anthophyllites,50
depth_range,Premocyathus.cornuformis,2223
depth_range,Premocyathus.dentiformis,735
depth_range,Psammocora.contigua,29
depth_range,Psammocora.digitata,19
depth_range,Psammocora.explanulata,25
depth_range,Psammocora.haimeana,40
depth_range,Psammocora.nierstraszi,29
depth_range,Psammocora.obtusangula,4
depth_range,Psammocora.profundacella,29
depth_range,Psammocora.stellata,20
depth_range,Psammocora.superficialis,28
depth_range,Psammocora.vaughani,12
depth_range,Pseudocyathoceras.avis,92
depth_range,Pseudosiderastrea.tayami,12
depth_range,Rhizopsammia.annae,80
depth_range,Rhizopsammia.bermudensis,4
depth_range,Rhizopsammia.compacta,75
depth_range,Rhizopsammia.goesi,114
depth_range,Rhizopsammia.minuta,176
depth_range,Rhizopsammia.nuda,211
depth_range,Rhizopsammia.pulchra,278
depth_range,Rhizopsammia.verrilli,276
depth_range,Rhizopsammia.wellingtoni,41
depth_range,Rhizopsammia.wettsteini,0
depth_range,Rhizosmilia.elata,310
depth_range,Rhizosmilia.gerdae,426
depth_range,Rhizosmilia.maculata,507.5
depth_range,Rhizosmilia.multipaliferus,154
depth_range,Rhizosmilia.robusta,294
depth_range,Rhizosmilia.sagamiensis,123
depth_range,Rhizotrochus.flabelliformis,222
depth_range,Rhizotrochus.tuberculatus,73
depth_range,Rhizotrochus.typus,1028
depth_range,Rhombopsammia.niphada,399
depth_range,Rhombopsammia.squiresi,726
depth_range,Sandalolitha.africana,0
depth_range,Sandalolitha.dentata,19
depth_range,Sandalolitha.robusta,20
depth_range,Scapophyllia.cylindrica,23
depth_range,Schizoculina.fissipara,0
depth_range,Schizocyathus.fissilis,1212
depth_range,Scolymia.australis,30
depth_range,Scolymia.cubensis,82
depth_range,Scolymia.lacera,70
depth_range,Scolymia.vitiensis,45
depth_range,Scolymia.wellsi,39
depth_range,Seriatopora.aculeata,37
depth_range,Seriatopora.caliendrum,39
depth_range,Seriatopora.dendritica,37
depth_range,Seriatopora.guttatus,37
depth_range,Seriatopora.hystrix,19
depth_range,Seriatopora.stellata,19
depth_range,Siderastrea.glynni,1.5
depth_range,Siderastrea.radians,3
depth_range,Siderastrea.savignyana,9
depth_range,Siderastrea.siderea,70
depth_range,Solenastrea.bournoni,29.5
depth_range,Solenastrea.hyades,39
depth_range,Solenosmilia.variabilis,1945
depth_range,Sphenotrochus.andrewianus,93
depth_range,Sphenotrochus.aurantiacus,211
depth_range,Sphenotrochus.auritus,0
depth_range,Sphenotrochus.evexicostatus,61
depth_range,Sphenotrochus.gardineri,394
depth_range,Sphenotrochus.gilchristi,141
depth_range,Sphenotrochus.hancocki,256
depth_range,Sphenotrochus.imbricaticostatus,310
depth_range,Sphenotrochus.ralphae,97
depth_range,Sphenotrochus.squiresi,252
depth_range,Stenocyathus.vermiformis,1470
depth_range,Stephanocoenia.intersepta,99
depth_range,Stephanocyathus.campaniformis,728
depth_range,Stephanocyathus.coronatus,757
depth_range,Stephanocyathus.crassus,1157
depth_range,Stephanocyathus.diadema,1758
depth_range,Stephanocyathus.explanans,833
depth_range,Stephanocyathus.laevifundus,858
depth_range,Stephanocyathus.moseleyanus,1000
depth_range,Stephanocyathus.nobilis,1591
depth_range,Stephanocyathus.paliferus,495
depth_range,Stephanocyathus.platypus,1036
depth_range,Stephanocyathus.regius,1597
depth_range,Stephanocyathus.spiniger,677
depth_range,Stephanocyathus.weberianus,1550
depth_range,Stephanophyllia.complicata,1064
depth_range,Stephanophyllia.fungulus,620
depth_range,Stephanophyllia.neglecta,506
depth_range,Stylocoeniella.armata,49
depth_range,Stylocoeniella.cocosensis,8
depth_range,Stylocoeniella.guentheri,47
depth_range,Stylocoeniella.muscosus,8
depth_range,Stylophora.danae,35
depth_range,Stylophora.kuehlmanni,35
depth_range,Stylophora.madagascarensis,18
depth_range,Stylophora.mamillata,10
depth_range,Stylophora.pistillata,19
depth_range,Stylophora.subseriata,28
depth_range,Stylophora.wellsi,10
depth_range,Symphyllia.agaricia,38
depth_range,Symphyllia.erythraea,43
depth_range,Symphyllia.hassi,16
depth_range,Symphyllia.radians,40
depth_range,Symphyllia.recta,40
depth_range,Symphyllia.valenciennesii,38
depth_range,Symphyllia.wilsoni,12
depth_range,Sympodangia.albatrossi,404
depth_range,Temnotrochus.kermadecensis,81
depth_range,Tethocyathus.cylindraceus,644
depth_range,Tethocyathus.recurvatus,249
depth_range,Tethocyathus.variabilis,326
depth_range,Tethocyathus.virgatus,513
depth_range,Thalamophyllia.gombergi,32
depth_range,Thalamophyllia.riisei,910
depth_range,Thalamophyllia.tenuescens,307
depth_range,Thecopsammia.socialis,664
depth_range,Thrypticotrochus.multilobatus,830
depth_range,Thrypticotrochus.petterdi,0
depth_range,Trachyphyllia.geoffroyi,38
depth_range,Trematotrochus.corbicula,176
depth_range,Trematotrochus.hedleyi,92
depth_range,Trochocyathus.apertus,37
depth_range,Trochocyathus.brevispina,450
depth_range,Trochocyathus.burchae,35
depth_range,Trochocyathus.caryophylloides,229
depth_range,Trochocyathus.cepulla,212
depth_range,Trochocyathus.cooperi,99
depth_range,Trochocyathus.decamera,18
depth_range,Trochocyathus.discus,460
depth_range,Trochocyathus.efateensis,46
depth_range,Trochocyathus.fasciatus,0
depth_range,Trochocyathus.fossulus,570
depth_range,Trochocyathus.gardineri,196
depth_range,Trochocyathus.gordoni,312
depth_range,Trochocyathus.hastatus,436
depth_range,Trochocyathus.japonicus,300
depth_range,Trochocyathus.longispina,434
depth_range,Trochocyathus.maculatus,458
depth_range,Trochocyathus.patelliformis,240
depth_range,Trochocyathus.philippinensis,276
depth_range,Trochocyathus.rawsonii,1568
depth_range,Trochocyathus.rhombocolumna,420
depth_range,Trochocyathus.semperi,207
depth_range,Trochocyathus.vasiformis,327
depth_range,Trochopsammia.infundibulum,940
depth_range,Trochopsammia.togata,1317
depth_range,Tropidocyathus.labidus,486
depth_range,Tropidocyathus.lessonii,371
depth_range,Truncatoflabellum.aculeatum,104
depth_range,Truncatoflabellum.angiostomum,121
depth_range,Truncatoflabellum.angustum,335
depth_range,Truncatoflabellum.arcuatum,14
depth_range,Truncatoflabellum.australiensis,90
depth_range,Truncatoflabellum.candeanum,220
depth_range,Truncatoflabellum.carinatum,244
depth_range,Truncatoflabellum.cumingii,9
depth_range,Truncatoflabellum.dens,269
depth_range,Truncatoflabellum.formosum,896
depth_range,Truncatoflabellum.gardineri,44
depth_range,Truncatoflabellum.inconstans,55
depth_range,Truncatoflabellum.incrustatum,385
depth_range,Truncatoflabellum.irregulare,31
depth_range,Truncatoflabellum.macroeschara,143
depth_range,Truncatoflabellum.martensii,43
depth_range,Truncatoflabellum.mortenseni,405
depth_range,Truncatoflabellum.multispinosum,121
depth_range,Truncatoflabellum.paripavoninum,1056
depth_range,Truncatoflabellum.phoenix,423
depth_range,Truncatoflabellum.pusillum,375
depth_range,Truncatoflabellum.spheniscus,172
depth_range,Truncatoflabellum.stabile,2224
depth_range,Truncatoflabellum.stokesii(M.,244
depth_range,Truncatoflabellum.vanuatu,135
depth_range,Truncatoflabellum.veroni,104
depth_range,Truncatoflabellum.vigintifarium,412
depth_range,Truncatoflabellum.zulense,22
depth_range,Truncatoguynia.irregularis,254
depth_range,Tubastrea.coccinea,110
depth_range,Tubastrea.diaphana,54
depth_range,Tubastrea.faulkneri,2
depth_range,Tubastrea.floreana,3
depth_range,Tubastrea.micrantha,60
depth_range,Tubastrea.tagusensis,42
depth_range,Turbinaria.bifrons,23
depth_range,Turbinaria.conspicua,18
depth_range,Turbinaria.frondens,13
depth_range,Turbinaria.heronensis,10
depth_range,Turbinaria.irregularis,15
depth_range,Turbinaria.mesenterina,17
depth_range,Turbinaria.patula,13
depth_range,Turbinaria.peltata,24.5
depth_range,Turbinaria.radicalis,23
depth_range,Turbinaria.reniformis,13
depth_range,Turbinaria.stellulata,13
depth_range,Turbinolia.stephensoni,15
depth_range,Vaughanella.concinna,2518
depth_range,Vaughanella.margaritata,0
depth_range,Vaughanella.multipalifera,93
depth_range,Vaughanella.oreophila,774
depth_range,Zoopilus.echinatus,8
depth_range,Acropora.akajimensis,19.5
depth_range,Acropora.bifurcata,24
depth_range,Acropora.convexa,19
depth_range,Acropora.cophodactyla,12
depth_range,Acropora.efflorescens,30
depth_range,Acropora.elegantula,18
depth_range,Acropora.exquisita,18
depth_range,Acropora.fastigata,18
depth_range,Acropora.filiformis,12
depth_range,Acropora.forskali,23
depth_range,Acropora.gomezi,10
depth_range,Acropora.haimei,14.5
depth_range,Acropora.halmaherae,10
depth_range,Acropora.inermis,24.5
depth_range,Acropora.insignis,29.5
depth_range,Acropora.irregularis,14
depth_range,Acropora.japonica,7
depth_range,Acropora.lamarcki,13
depth_range,Acropora.lianae,19.5
depth_range,Acropora.macrostoma,11.5
depth_range,Acropora.maryae,13
depth_range,Acropora.massawensis,12
depth_range,Acropora.meridiana,12
depth_range,Acropora.minuta,7
depth_range,Acropora.mirabilis,23
depth_range,Acropora.natalensis,25
depth_range,Acropora.navini,15
depth_range,Acropora.ocellata,10
depth_range,Acropora.orbicularis,9
depth_range,Acropora.pagoensis,11
depth_range,Acropora.parahemprichii,12
depth_range,Acropora.parapharaonis,15
depth_range,Acropora.pectinatus,18
depth_range,Acropora.pinguis,19.5
depth_range,Acropora.plana,28
depth_range,Acropora.plantaginea,8
depth_range,Acropora.proximalis,12
depth_range,Acropora.pruinosa,18
depth_range,Acropora.ridzwani,15
depth_range,Acropora.rongelapensis,20
depth_range,Acropora.rufus,8
depth_range,Acropora.scherzeriana,13
depth_range,Acropora.schmitti,13
depth_range,Acropora.sekiseiensis,13
depth_range,Acropora.seriata,9
depth_range,Acropora.stoddarti,27
depth_range,Acropora.sukarnoi,27
depth_range,Acropora.tanegashimensis,12
depth_range,Acropora.teres,18
depth_range,Acropora.tizardi,23
depth_range,Acropora.torihalimeda,15
depth_range,Acropora.torresiana,5
depth_range,Acropora.tumida,19
depth_range,Acropora.tutuilensis,17
depth_range,Acropora.variabilis,19
depth_range,Acropora.vermiculata,19.5
depth_range,Acropora.wallaceae,14.5
depth_range,Agaricia.fragilis,92
depth_range,Agaricia.undata,60
depth_range,Alveopora.ocellata,20
depth_range,Anacropora.pillai,17
depth_range,Anacropora.spumosa,10
depth_range,Calathiscus.tantillus,18
depth_range,Dichocoenia.stellaris,7
depth_range,Echinophyllia.pectinata,35
depth_range,Echinopora.irregularis,3
depth_range,Echinopora.tiranensis,0
depth_range,Heteropsammia.cochlea,90
depth_range,Heteropsammia.eupsammides,23
depth_range,Indophyllia.macassarensis,5
depth_range,Acropora.cylindrica,12
depth_range,Acropora.elizabethensis,19
depth_range,Madracis.auretenra,37
depth_range,Madracis.carmabi,20
depth_range,Meandrina.braziliensis,10
depth_range,Meandrina.danae,75
depth_range,Micromussa.diminuta,12
depth_range,Montipora.aspergillus,9
depth_range,Montipora.echinata,9
depth_range,Montipora.hemispherica,19
depth_range,Montipora.kellyi,10
depth_range,Montipora.pachytuberculata,9
depth_range,Mycetophyllia.reesi,56
depth_range,Oculina.robusta,20
depth_range,Oculina.tenella,50
depth_range,Oculina.valenciennesi,25
depth_range,Oxypora.convoluta,25
depth_range,Pavona.xarifae,20
depth_range,Podabacia.sinai,10
depth_range,Porites.colonensis,23
depth_range,Porites.decasepta,3
depth_range,Porites.evermanni,29
depth_range,Porites.flavus,19
depth_range,Psammocora.albopicta,27
depth_range,Schizoculina.africana,34
depth_range,Schizoculina.fissipara,34
depth_range,Scolymia.wellsi,30
depth_range,Stylocoeniella.muscosus,8
depth_range,Cycloseris.colini,22
depth_range,Cycloseris.erosa,26
depth_range,Fungia.corona,26
depth_range,Fungia.klunzingeri,24
depth_range,Herpolitha.weberi,29
depth_range,Acropora.cardenae,40
depth_range,Coscinaraea.wellsi,48
depth_range,Cynarina.lacrymalis,67
depth_range,Echinophyllia.aspera,87
depth_range,Favites.halicora,55
depth_range,Galaxea.astreata,54
depth_range,Goniopora.djiboutiensis,53
depth_range,Hydnophora.exesa,54
depth_range,Leptoseris.striata,88
depth_range,Montipora.foliosa,45
depth_range,Montipora.millepora,53
depth_range,Pavona.minuta,49
depth_range,Pocillopora.damicornis,54
depth_range,Pocillopora.molokensis,35
depth_range,Porites.lutea,70
depth_range,Porites.myrmidonensis,52
depth_range,Seriatopora.hystrix,54
depth_range,Fungia.danai,54
depth_range,Acropora.clathrata,22
depth_range,Astreopora.incrustans,39
depth_range,Astreopora.listeri,25
depth_range,Astreopora.ocellata,25
depth_range,Caulastrea.tumida,38
depth_range,Favia.matthaii,39
depth_range,Fungia.paumotensis,29
depth_range,Fungia.scutaria,39
depth_range,Goniastrea.palauensis,29
depth_range,Goniopora.tenuidens,38
depth_range,Horastrea.indica,40
depth_range,Leptastrea.bottae,28
depth_range,Montastrea.annuligera,30
depth_range,Oulophyllia.crispa,38
depth_range,Platygyra.daedalea,40
depth_range,Turbinaria.irregularis,35
depth_range,Turbinaria.peltata,39.5
depth_range,Cycloseris.patelliformis,17.5
depth_range,Acropora.elseyi,30
depth_range,Acropora.granulosa,42
depth_range,Acropora.nasuta,27
depth_range,Acropora.valida,44
depth_range,Alveopora.verrilliana,47
depth_range,Astreopora.myriophthalma,47
depth_range,Cyphastrea.microphthalma,50
depth_range,Echinopora.gemmacea,50
depth_range,Echinopora.lamellosa,49
depth_range,Favia.speciosa,50
depth_range,Favia.stelligera,40
depth_range,Favites.abdita,50
depth_range,Favites.complanata,49
depth_range,Favites.pentagona,50
depth_range,Fungia.concinna,49
depth_range,Fungia.fungites,49
depth_range,Gardineroseris.planulata,38
depth_range,Leptastrea.transversa,50
depth_range,Leptoseris.explanata,55
depth_range,Leptoseris.mycetoseroides,70
depth_range,Montastrea.curta,45
depth_range,Montipora.aequituberculata,35
depth_range,Montipora.danae,50
depth_range,Montipora.floweri,34
depth_range,Montipora.meandrina,49
depth_range,Montipora.stilosa,50
depth_range,Montipora.verrilli,40
depth_range,Montipora.verrucosa,44
depth_range,Mycedium.elephantotus,67
depth_range,Pavona.cactus,32
depth_range,Pavona.maldivensis,35
depth_range,Plerogyra.sinuosa,37
depth_range,Podabacia.crustacea,37
depth_range,Porites.australiensis,49
depth_range,Porites.echinulata,49
depth_range,Porites.lichen,39
depth_range,Porites.rus,34
depth_range,Porites.solida,39
depth_range,Psammocora.profundacella,39
depth_range,Stylophora.kuehlmanni,65
depth_range,Stylophora.mamillata,25
depth_range,Ctenactis.crassa,64
depth_range,Echinomorpha.nishihirai,35
depth_range,Pachyseris.speciosa,84
depth_range,Leptoseris.gardineri,60
depth_range,Leptoseris.papyracea,88
depth_range,Leptoseris.scabra,119
depth_range,Leptoseris.tubulifera,50
depth_range,Leptoseris.yabei,69
depth_range,Leptoseris.hawaiiensis,150
depth_range,Psammocora.stellata,70
depth_range,Leptoseris.incrustans,40
depth_range,Stylophora.pistillata,64
depth_range,Trachyphyllia.geoffroyi,38
abundance_world,Acanthastrea.bowerbanki,rare
abundance_world,Acanthastrea.brevis,uncommon
abundance_world,Acanthastrea.echinata,common
abundance_world,Acanthastrea.faviaformis,uncommon
abundance_world,Acanthastrea.hemprichii,uncommon
abundance_world,Acanthastrea.hillae,common
abundance_world,Acanthastrea.ishigakiensis,uncommon
abundance_world,Acanthastrea.lordhowensis,uncommon
abundance_world,Acanthastrea.maxima,rare
abundance_world,Acanthastrea.regularis,uncommon
abundance_world,Acanthastrea.rotundoflora,uncommon
abundance_world,Acanthastrea.subechinata,uncommon
abundance_world,Acropora.abrolhosensis,rare
abundance_world,Acropora.abrotanoides,uncommon
abundance_world,Acropora.aculeus,uncommon
abundance_world,Acropora.acuminata,uncommon
abundance_world,Acropora.akajimensis,rare
abundance_world,Acropora.anthocercis,uncommon
abundance_world,Acropora.appressa,uncommon
abundance_world,Acropora.arabensis,common
abundance_world,Acropora.aspera,uncommon
abundance_world,Acropora.austera,common
abundance_world,Acropora.awi,uncommon
abundance_world,Acropora.azurea,uncommon
abundance_world,Acropora.batunai,uncommon
abundance_world,Acropora.bifurcata,uncommon
abundance_world,Acropora.branchi,common
abundance_world,Acropora.brueggemanni,common
abundance_world,Acropora.bushyensis,rare
abundance_world,Acropora.cardenae,common
abundance_world,Acropora.carduus,common
abundance_world,Acropora.caroliniana,uncommon
abundance_world,Acropora.cerealis,common
abundance_world,Acropora.cervicornis,uncommon
abundance_world,Acropora.chesterfieldensis,rare
abundance_world,Acropora.clathrata,common
abundance_world,Acropora.convexa,uncommon
abundance_world,Acropora.cophodactyla,uncommon
abundance_world,Acropora.copiosa,rare
abundance_world,Acropora.crateriformis,common
abundance_world,Acropora.cuneata,common
abundance_world,Acropora.cylindrica,uncommon
abundance_world,Acropora.cytherea,common
abundance_world,Acropora.dendrum,uncommon
abundance_world,Acropora.derawanensis,uncommon
abundance_world,Acropora.desalwii,common
abundance_world,Acropora.digitifera,uncommon
abundance_world,Acropora.divaricata,common
abundance_world,Acropora.donei,uncommon
abundance_world,Acropora.downingi,common
abundance_world,Acropora.echinata,uncommon
abundance_world,Acropora.efflorescens,rare
abundance_world,Acropora.elegans,uncommon
abundance_world,Acropora.elegantula,common
abundance_world,Acropora.elizabethensis,common
abundance_world,Acropora.elseyi,common
abundance_world,Acropora.exquisita,uncommon
abundance_world,Acropora.fastigata,rare
abundance_world,Acropora.fenneri,uncommon
abundance_world,Acropora.filiformis,uncommon
abundance_world,Acropora.florida,common
abundance_world,Acropora.formosa,common
abundance_world,Acropora.forskali,uncommon
abundance_world,Acropora.gemmifera,common
abundance_world,Acropora.glauca,rare
abundance_world,Acropora.globiceps,common
abundance_world,Acropora.gomezi,uncommon
abundance_world,Acropora.grandis,common
abundance_world,Acropora.granulosa,common
abundance_world,Acropora.haimei,uncommon
abundance_world,Acropora.halmaherae,rare
abundance_world,Acropora.hemprichii,common
abundance_world,Acropora.hoeksemai,common
abundance_world,Acropora.horrida,uncommon
abundance_world,Acropora.humilis,common
abundance_world,Acropora.hyacinthus,common
abundance_world,Acropora.indonesia,common
abundance_world,Acropora.inermis,uncommon
abundance_world,Acropora.insignis,uncommon
abundance_world,Acropora.irregularis,uncommon
abundance_world,Acropora.jacquelineae,uncommon
abundance_world,Acropora.japonica,common
abundance_world,Acropora.khayranensis,uncommon
abundance_world,Acropora.kimbeensis,uncommon
abundance_world,Acropora.kirstyae,uncommon
abundance_world,Acropora.kosurini,rare
abundance_world,Acropora.lamarcki,common
abundance_world,Acropora.latistella,common
abundance_world,Acropora.lianae,common
abundance_world,Acropora.listeri,uncommon
abundance_world,Acropora.loisetteae,uncommon
abundance_world,Acropora.lokani,uncommon
abundance_world,Acropora.longicyathus,common
abundance_world,Acropora.loripes,common
abundance_world,Acropora.lovelli,rare
abundance_world,Acropora.lutkeni,uncommon
abundance_world,Acropora.macrostoma,uncommon
abundance_world,Acropora.maryae,common
abundance_world,Acropora.massawensis,uncommon
abundance_world,Acropora.meridiana,uncommon
abundance_world,Acropora.microclados,uncommon
abundance_world,Acropora.microphthalma,common
abundance_world,Acropora.millepora,common
abundance_world,Acropora.minuta,common
abundance_world,Acropora.mirabilis,uncommon
abundance_world,Acropora.monticulosa,uncommon
abundance_world,Acropora.multiacuta,rare
abundance_world,Acropora.nana,uncommon
abundance_world,Acropora.nasuta,common
abundance_world,Acropora.natalensis,uncommon
abundance_world,Acropora.navini,common
abundance_world,Acropora.nobilis,common
abundance_world,Acropora.ocellata,rare
abundance_world,Acropora.orbicularis,uncommon
abundance_world,Acropora.palifera,common
abundance_world,Acropora.palmata,uncommon
abundance_world,Acropora.palmerae,uncommon
abundance_world,Acropora.paniculata,uncommon
abundance_world,Acropora.papillare,uncommon
abundance_world,Acropora.paragemmifera,common
abundance_world,Acropora.parahemprichii,uncommon
abundance_world,Acropora.parapharaonis,common
abundance_world,Acropora.parilis,common
abundance_world,Acropora.pectinatus,uncommon
abundance_world,Acropora.pharaonis,common
abundance_world,Acropora.pichoni,common
abundance_world,Acropora.pinguis,uncommon
abundance_world,Acropora.plana,uncommon
abundance_world,Acropora.plantaginea,common
abundance_world,Acropora.plumosa,uncommon
abundance_world,Acropora.polystoma,uncommon
abundance_world,Acropora.prolifera,uncommon
abundance_world,Acropora.prostrata,uncommon
abundance_world,Acropora.proximalis,common
abundance_world,Acropora.pruinosa,rare
abundance_world,Acropora.pulchra,uncommon
abundance_world,Acropora.rambleri,rare
abundance_world,Acropora.retusa,uncommon
abundance_world,Acropora.robusta,common
abundance_world,Acropora.rongelapensis,rare
abundance_world,Acropora.rosaria,common
abundance_world,Acropora.roseni,uncommon
abundance_world,Acropora.rudis,uncommon
abundance_world,Acropora.rufus,uncommon
abundance_world,Acropora.russelli,uncommon
abundance_world,Acropora.samoensis,common
abundance_world,Acropora.sarmentosa,common
abundance_world,Acropora.scherzeriana,uncommon
abundance_world,Acropora.schmitti,rare
abundance_world,Acropora.secale,common
abundance_world,Acropora.sekiseiensis,rare
abundance_world,Acropora.selago,uncommon
abundance_world,Acropora.seriata,common
abundance_world,Acropora.simplex,uncommon
abundance_world,Acropora.solitaryensis,rare
abundance_world,Acropora.spathulata,common
abundance_world,Acropora.speciosa,uncommon
abundance_world,Acropora.spicifera,uncommon
abundance_world,Acropora.squarrosa,common
abundance_world,Acropora.stoddarti,uncommon
abundance_world,Acropora.striata,rare
abundance_world,Acropora.subglabra,uncommon
abundance_world,Acropora.subulata,common
abundance_world,Acropora.suharsonoi,uncommon
abundance_world,Acropora.sukarnoi,rare
abundance_world,Acropora.tanegashimensis,rare
abundance_world,Acropora.tenella,uncommon
abundance_world,Acropora.tenuis,uncommon
abundance_world,Acropora.teres,rare
abundance_world,Acropora.tizardi,rare
abundance_world,Acropora.togianensis,uncommon
abundance_world,Acropora.torihalimeda,uncommon
abundance_world,Acropora.torresiana,rare
abundance_world,Acropora.tortuosa,uncommon
abundance_world,Acropora.tumida,common
abundance_world,Acropora.turaki,uncommon
abundance_world,Acropora.tutuilensis,uncommon
abundance_world,Acropora.valenciennesi,common
abundance_world,Acropora.valida,common
abundance_world,Acropora.variabilis,uncommon
abundance_world,Acropora.variolosa,uncommon
abundance_world,Acropora.vaughani,uncommon
abundance_world,Acropora.vermiculata,common
abundance_world,Acropora.verweyi,common
abundance_world,Acropora.walindii,rare
abundance_world,Acropora.wallaceae,uncommon
abundance_world,Acropora.willisae,uncommon
abundance_world,Acropora.yongei,common
abundance_world,Agaricia.agaricites,common
abundance_world,Agaricia.fragilis,uncommon
abundance_world,Agaricia.grahamae,common
abundance_world,Agaricia.humilis,common
abundance_world,Agaricia.lamarcki,common
abundance_world,Agaricia.tenuifolia,common
abundance_world,Agaricia.undata,uncommon
abundance_world,Alveopora.allingi,uncommon
abundance_world,Alveopora.catalai,common
abundance_world,Alveopora.daedalea,uncommon
abundance_world,Alveopora.excelsa,uncommon
abundance_world,Alveopora.fenestrata,uncommon
abundance_world,Alveopora.gigas,uncommon
abundance_world,Alveopora.japonica,uncommon
abundance_world,Alveopora.marionensis,rare
abundance_world,Alveopora.minuta,rare
abundance_world,Alveopora.ocellata,rare
abundance_world,Alveopora.spongiosa,uncommon
abundance_world,Alveopora.tizardi,uncommon
abundance_world,Alveopora.verrilliana,uncommon
abundance_world,Alveopora.viridis,rare
abundance_world,Anacropora.forbesi,uncommon
abundance_world,Anacropora.matthai,rare
abundance_world,Anacropora.pillai,rare
abundance_world,Anacropora.puertogalerae,uncommon
abundance_world,Anacropora.reticulata,rare
abundance_world,Anacropora.spinosa,uncommon
abundance_world,Anacropora.spumosa,uncommon
abundance_world,Anomastraea.irregularis,uncommon
abundance_world,Astrangia.poculata,common
abundance_world,Astreopora.cucullata,rare
abundance_world,Astreopora.eliptica,rare
abundance_world,Astreopora.expansa,uncommon
abundance_world,Astreopora.gracilis,uncommon
abundance_world,Astreopora.incrustans,rare
abundance_world,Astreopora.listeri,common
abundance_world,Astreopora.macrostoma,uncommon
abundance_world,Astreopora.moretonensis,rare
abundance_world,Astreopora.myriophthalma,common
abundance_world,Astreopora.ocellata,rare
abundance_world,Astreopora.randalli,uncommon
abundance_world,Astreopora.scabra,uncommon
abundance_world,Astreopora.suggesta,uncommon
abundance_world,Australogyra.zelli,uncommon
abundance_world,Australomussa.rowleyensis,uncommon
abundance_world,Balanophyllia.europaea,common
abundance_world,Barabattoia.amicorum,uncommon
abundance_world,Barabattoia.laddi,common
abundance_world,Blastomussa.merleti,common
abundance_world,Blastomussa.wellsi,uncommon
abundance_world,Boninastrea.boninensis,rare
abundance_world,Calathiscus.tantillus,uncommon
abundance_world,Cantharellus.doederleini,rare
abundance_world,Cantharellus.jebbi,rare
abundance_world,Cantharellus.noumeae,rare
abundance_world,Caryophyllia.solida,rare
abundance_world,Catalaphyllia.jardinei,rare
abundance_world,Caulastrea.connata,rare
abundance_world,Caulastrea.curvata,uncommon
abundance_world,Caulastrea.echinulata,uncommon
abundance_world,Caulastrea.furcata,common
abundance_world,Caulastrea.tumida,common
abundance_world,Cladocora.arbuscula,common
abundance_world,Cladocora.caespitosa,uncommon
abundance_world,Coeloseris.mayeri,common
abundance_world,Colpophyllia.natans,common
abundance_world,Coscinaraea.columna,common
abundance_world,Coscinaraea.crassa,rare
abundance_world,Coscinaraea.exesa,common
abundance_world,Coscinaraea.hahazimaensis,rare
abundance_world,Coscinaraea.marshae,uncommon
abundance_world,Coscinaraea.mcneilli,uncommon
abundance_world,Coscinaraea.monile,common
abundance_world,Coscinaraea.wellsi,uncommon
abundance_world,Craterestrea.levis,common
abundance_world,Crispatotrochus.cornu,rare
abundance_world,Ctenactis.albitentaculata,uncommon
abundance_world,Ctenactis.crassa,common
abundance_world,Ctenactis.echinata,common
abundance_world,Ctenella.chagius,uncommon
abundance_world,Cycloseris.colini,rare
abundance_world,Cycloseris.erosa,rare
abundance_world,Cycloseris.patelliformis,uncommon
abundance_world,Cynarina.lacrymalis,uncommon
abundance_world,Cyphastrea.agassizi,uncommon
abundance_world,Cyphastrea.chalcidicum,common
abundance_world,Cyphastrea.decadia,uncommon
abundance_world,Cyphastrea.hexasepta,rare
abundance_world,Cyphastrea.japonica,uncommon
abundance_world,Cyphastrea.microphthalma,common
abundance_world,Cyphastrea.ocellina,uncommon
abundance_world,Cyphastrea.serailia,common
abundance_world,Dendrogyra.cylindrus,uncommon
abundance_world,Dendrophyllia.johnsoni,rare
