Scientific Name,Matched Scientific Name,Revised.CTDB.name,Species - matched,Latitude - original,Longitude - original,Coordinate Uncertainty in Metres - parsed,Year - parsed,wave power,marspec_var,marspec_SST,MODIS_SST,turbidity,,,
"Turbinaria heronensis Wells, 1958",Turbinaria heronensis,Turbinaria heronensis,Turbinaria heronensis,-9.761,143.4,1000,1979,0.068572,1.8158,27.269999,27.579578,0.07994187,,,
"Anacropora puertogalerae Nemenzo, 1964",Anacropora puertogalerae,Anacropora puertogalerae,Anacropora puertogalerae,-9.755,143.846,1000,1983,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Blastomussa merleti (Wells, 1961)",Blastomussa merleti,Blastomussa merleti,Blastomussa merleti,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
Coscinaraea wellsi,Coscinaraea wellsi,Cycloseris wellsi,Coscinaraea wellsi,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Echinophyllia echinata (Saville-Kent, 1871)",Echinophyllia echinata,Echinophyllia echinata,Echinophyllia echinata,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Fungia (Pleuractis) moluccensis van der Horst, 1919",Fungia (Pleuractis) moluccensis,Pleuractis moluccensis,Fungia (Pleuractis) moluccensis,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia (Pleuractis) paumotensis,Pleuractis paumotensis,Fungia (Pleuractis) paumotensis,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea fascicularis,Galaxea fascicularis,Galaxea fascicularis,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,Heliofungia actiniformis,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,Leptoseris hawaiiensis,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,Leptoseris yabei,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Mycedium elephantotus (Pallas, 1766)",Mycedium elephantotus,Mycedium elephantotus,Mycedium elephantotus,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Oxypora lacera (Verrill, 1864)",Oxypora lacera,Oxypora lacera,Oxypora lacera,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Pachyseris speciosa (Dana, 1846)",Pachyseris speciosa,Pachyseris speciosa,Pachyseris speciosa,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Pavona cf. explanulata (Lamarck, 1816)",Pavona,Pavona,,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Pavona clavus (Dana, 1846)",Pavona clavus,Pavona clavus,Pavona clavus,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Plerogyra sinuosa (Dana, 1846)",Plerogyra sinuosa,Plerogyra sinuosa,Plerogyra sinuosa,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Podabacia crustacea (Pallas, 1766)",Podabacia crustacea,Podabacia crustacea,Podabacia crustacea,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Porites (Porites) lichen Dana, 1846",Porites (Porites) lichen,Porites lichen,Porites (Porites) lichen,-9.755,143.846,1000,1981,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria mesenterina,Turbinaria mesenterina,Turbinaria mesenterina,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria stellulata,Turbinaria stellulata,Turbinaria stellulata,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Diaseris distorta (Michelin, 1843)",,Cycloseris distorta,,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Symphyllia cf. valenciennesii Edwards & Haime, 1849",,Symphyllia valenciennesii,,-9.755,143.846,1000,1979,0.19465,1.39,26.99,27.31924,0.11162425,,,
"Acropora (Acropora) clathrata (Brook, 1891)",Acropora (Acropora) clathrata,Acropora clathrata,Acropora (Acropora) clathrata,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Acropora (Acropora) cytherea (Dana, 1846)",Acropora (Acropora) cytherea,Acropora cytherea,Acropora (Acropora) cytherea,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Acropora longicyathus (Edwards & Haime, 1860)",Acropora (Acropora) longicyathus,Acropora longicyathus,Acropora (Acropora) longicyathus,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Acropora (Acropora) selago (Studer, 1878)",Acropora (Acropora) selago,Acropora selago,Acropora (Acropora) selago,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Acropora (Acropora) subulata (Dana, 1846)",Acropora (Acropora) subulata,Acropora subulata,Acropora (Acropora) subulata,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
Acropora (Acropora) verweyi,Acropora (Acropora) verweyi,Acropora verweyi,Acropora (Acropora) verweyi,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Acropora (Acropora) nobilis (Dana, 1846)",Acropora nobilis,Acropora intermedia,,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Alveopora catalai Wells, 1968",Alveopora catalai,Alveopora catalai,Alveopora catalai,-9.75,143.85,1000,1981,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Alveopora spongiosa Dana, 1846",Alveopora spongiosa,Alveopora spongiosa,Alveopora spongiosa,-9.75,143.85,1000,1981,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Astreopora gracilis Bernard, 1896",Astreopora gracilis,Astreopora gracilis,Astreopora gracilis,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Astreopora listeri Bernard, 1896",Astreopora listeri,Astreopora listeri,Astreopora listeri,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Astreopora myriophthalma (Lamarck, 1816)",Astreopora myriophthalma,Astreopora myriophthalma,Astreopora myriophthalma,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Goniopora djiboutiensis Vaughan, 1907",Goniopora djiboutiensis,Goniopora djiboutiensis,Goniopora djiboutiensis,-9.75,143.85,1000,1981,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Goniopora columna Dana, 1846",Goniopora lobata,Goniopora lobata,Goniopora lobata,-9.75,143.85,1000,1981,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Goniopora minor Crossland, 1952",Goniopora minor,Goniopora minor,Goniopora minor,-9.75,143.85,1000,1981,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Goniopora somaliensis Vaughan, 1907",Goniopora somaliensis,Goniopora somaliensis,Goniopora somaliensis,-9.75,143.85,1000,1981,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Goniopora stokesi Edwards & Haime, 1851",Goniopora stokesi,Goniopora stokesi,Goniopora stokesi,-9.75,143.85,1000,1981,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora monasteriata (Forsk´è_l, 1775)",Montipora,Montipora,,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora aequituberculata Bernard, 1897",Montipora aequituberculata,Montipora aequituberculata,Montipora aequituberculata,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
Montipora corbettensis,Montipora corbettensis,Montipora corbettensis,Montipora corbettensis,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora efflorescens Bernard, 1897",Montipora efflorescens,Montipora efflorescens,Montipora efflorescens,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora peltiformis Bernard, 1897",Montipora peltiformis,Montipora peltiformis,Montipora peltiformis,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora spumosa (Lamarck, 1816)",Montipora spumosa,Montipora spumosa,Montipora spumosa,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora turgescens Bernard, 1897",Montipora turgescens,Montipora turgescens,Montipora turgescens,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora venosa (Ehrenberg, 1834)",Montipora venosa,Montipora venosa,Montipora venosa,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Montipora verrucosa (Lamarck, 1816)",Montipora verrucosa,Montipora verrucosa,Montipora verrucosa,-9.75,143.85,1000,1983,0.083375,1.3605,26.98,27.31924,0.11162425,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-9.749,143.399,1500,1983,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Blastomussa wellsi Wijsman-Best, 1973",Blastomussa wellsi,Blastomussa wellsi,Blastomussa wellsi,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
Coscinaraea wellsi,Coscinaraea wellsi,Cycloseris wellsi,Coscinaraea wellsi,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina lacrymalis,Cynarina lacrymalis,Cynarina lacrymalis,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Echinophyllia echinata (Saville-Kent, 1871)",Echinophyllia echinata,Echinophyllia echinata,Echinophyllia echinata,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
Echinophyllia echinoporoides,Echinophyllia echinoporoides,Echinophyllia echinoporoides,Echinophyllia echinoporoides,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
Euphyllia (Fimbriaphyllia) ancora,Euphyllia (Fimbriaphyllia) ancora,Euphyllia ancora,Euphyllia (Fimbriaphyllia) ancora,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia (Pleuractis) paumotensis,Pleuractis paumotensis,Fungia (Pleuractis) paumotensis,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea fascicularis,Galaxea fascicularis,Galaxea fascicularis,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Gardineroseris planulata (Dana, 1846)",Gardineroseris planulata,Gardineroseris planulata,Gardineroseris planulata,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris scabra,Leptoseris scabra,Leptoseris scabra,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,Leptoseris scabra,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,Leptoseris yabei,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Lobophyllia hataii Yabe, Sugiyama & Eguchi, 1936",Lobophyllia hataii,Lobophyllia hataii,Lobophyllia hataii,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Mycedium elephantotus (Pallas, 1766)",Mycedium elephantotus,Mycedium elephantotus,Mycedium elephantotus,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Oxypora glabra Nemenzo, 1959",Oxypora glabra,Oxypora glabra,Oxypora glabra,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Oxypora lacera (Verrill, 1864)",Oxypora lacera,Oxypora lacera,Oxypora lacera,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Pavona cf. explanulata (Lamarck, 1816)",Pavona,Pavona,,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Pavona cactus (Forskal, 1775)",Pavona cactus,Pavona cactus,Pavona cactus,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Pavona decussata (Dana, 1846)",Pavona decussata,Pavona decussata,Pavona decussata,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Pavona minuta Wells, 1954",Pavona minuta,Pavona minuta,Pavona minuta,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Pavona varians Verrill, 1864",Pavona varians,Pavona varians,Pavona varians,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Plerogyra sinuosa (Dana, 1846)",Plerogyra sinuosa,Plerogyra sinuosa,Plerogyra sinuosa,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia,Scolymia,,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria mesenterina,Turbinaria mesenterina,Turbinaria mesenterina,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria stellulata,Turbinaria stellulata,Turbinaria stellulata,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Symphyllia cf. valenciennesii Edwards & Haime, 1849",,Symphyllia valenciennesii,,-9.749,143.399,1500,1979,0.117808,1.8068999,27.279999,27.579578,0.07994187,,,
"Acropora (Acropora) robusta (Dana, 1846)",Acropora (Acropora) robusta,Acropora robusta,Acropora (Acropora) robusta,-9.747,143.411,3000,1983,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Caulastrea furcata Dana, 1846",Caulastrea furcata,Caulastraea furcata,Caulastrea furcata,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
Clavarina triangularis,Clavarina triangularis,Merulina triangularis,Clavarina triangularis,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Fungia (Ctenactis) echinata. (Pallas, 1766)",Ctenactis crassa,Ctenactis crassa,Ctenactis crassa,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina lacrymalis,Cynarina lacrymalis,Cynarina lacrymalis,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Cyphastrea japonica Yabe & Sugiyama, 1932",Cyphastrea japonica,Cyphastrea japonica,Cyphastrea japonica,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
Echinophyllia orpheensis nom. nov.,Echinophyllia orpheensis,Echinophyllia orpheensis,Echinophyllia orpheensis,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Echinopora hirsutissima Edwards & Haime, 1849",Echinopora hirsutissima,Echinopora hirsutissima,Echinopora hirsutissima,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Echinopora horrida Dana, 1846",Echinopora horrida,Echinopora horrida,Echinopora horrida,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Echinopora lamellosa (Esper, 1795)",Echinopora lamellosa,Echinopora lamellosa,Echinopora lamellosa,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Echinopora mammiformis (Nemenzo, 1959)",Echinopora mammiformis,Echinopora mammiformis,Echinopora mammiformis,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Euphyllia (Euphyllia) glabrescens (Chamisso & Eysenhardt, 1821)",Euphyllia (Euphyllia) glabrescens,Euphyllia glabrescens,Euphyllia (Euphyllia) glabrescens,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
Euphyllia (Fimbriaphyllia) ancora,Euphyllia (Fimbriaphyllia) ancora,Euphyllia ancora,Euphyllia (Fimbriaphyllia) ancora,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Favia laxa (Klunzinger, 1879)",Favia laxa,Dipsastraea laxa,Favia laxa,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Favia pallida (Dana, 1846)",Favia pallida,Dipsastraea pallida,Favia pallida,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Favia stelligera (Dana, 1846)",Favia stelligera,Goniastrea stelligera,Favia stelligera,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Favites complanata (Ehrenberg, 1834)",Favites complanata,Favites complanata,Favites complanata,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Favites pentagona (Esper, 1794)",Favites pentagona,Favites pentagona,Favites pentagona,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Fungia (Danafungia) corona Doderlein, 1901",Fungia,Fungia,,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Fungia (Danafungia) danai Edwards & Haime, 1851",Fungia,Fungia,,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia,Fungia,,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Fungia (Danafungia) horrida Dana, 1846",Fungia (Danafungia) horrida,Danafungia horrida,Fungia (Danafungia) horrida,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia (Pleuractis) paumotensis,Pleuractis paumotensis,Fungia (Pleuractis) paumotensis,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia (Verrillofungia) concinna,Lithophyllon concinna,Fungia (Verrillofungia) concinna,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Fungia (Verrillofungia) repanda Dana, 1846",Fungia (Verrillofungia) repanda,Lithophyllon repanda,Fungia (Verrillofungia) repanda,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea fascicularis,Galaxea fascicularis,Galaxea fascicularis,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Gardineroseris planulata (Dana, 1846)",Gardineroseris planulata,Gardineroseris planulata,Gardineroseris planulata,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Goniastrea australensis (Edwards & Haime, 1857)",Goniastrea australensis,Paragoniastrea australensis,Goniastrea australensis,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Goniastrea pectinata (Ehrenberg, 1834)",Goniastrea pectinata,Goniastrea pectinata,Goniastrea pectinata,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Goniopora fruticosa Saville-Kent, 1893",Goniopora fruticosa,Goniopora fruticosa,Goniopora fruticosa,-9.747,143.411,3000,1981,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Goniopora lobata Edwards & Haime, 1860",Goniopora lobata,Goniopora lobata,Goniopora lobata,-9.747,143.411,3000,1981,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Goniopora minor Crossland, 1952",Goniopora minor,Goniopora minor,Goniopora minor,-9.747,143.411,3000,1981,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Goniopora somaliensis Vaughan, 1907",Goniopora somaliensis,Goniopora somaliensis,Goniopora somaliensis,-9.747,143.411,3000,1981,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia actiniformis,Heliofungia actiniformis,Heliofungia actiniformis,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,Herpolitha limax,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Hydnophora exesa (Pallas, 1766)",Hydnophora exesa,Hydnophora exesa,Hydnophora exesa,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Hydnophora rigida (Dana, 1846)",Hydnophora rigida,Hydnophora rigida,Hydnophora rigida,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Leptastrea purpurea (Dana, 1846)",Leptastrea purpurea,Leptastrea purpurea,Leptastrea purpurea,-9.747,143.411,3000,1976,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,Leptoseris mycetoseroides,-9.747,143.411,3000,1979,0.117808,1.7938,27.279999,27.562008,0.07994187,,,
