,species,site,present,Latitude,Longitude,stdev,SST_p50,Chl_50p,skewnes,TSM_50P,PAR_50P,abundance_world,depth_lower,depth_range,found_off_reef,growth_form,range_size_veron_.pixels.,reproductive_mode_.ahb.,sexual_system,substrate_attachment,water_clarity_preference,wave_exposure_preference,zooxanthellae_in_propagules_.ahb.
37138,Hydnophora.exesa,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49055,Mycedium.elephantotus,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51400,Pavona.decussata,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54076,Platygyra.sinensis,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54587,Plesiastrea.versipora,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54684,Pocillopora.damicornis,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58668,Porites.stephensoni,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62542,Stylophora.pistillata,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64454,Turbinaria.mesenterina,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65004,Turbinaria.radicalis,152,0,-9.937,143.984,1.60885191,27.22312546,0.535307407,-0.173720002,0.459974825,45.62438965,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3408,Acropora.cuneata,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
3416,Acropora.cuneata,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5389,Acropora.gemmifera,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5526,Acropora.gemmifera,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5618,Acropora.glauca,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
5744,Acropora.glauca,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6413,Acropora.humilis,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6557,Acropora.humilis,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6603,Acropora.hyacinthus,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
6645,Acropora.hyacinthus,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8075,Acropora.microclados,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8104,Acropora.microclados,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8773,Acropora.monticulosa,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
8777,Acropora.monticulosa,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11897,Acropora.solitaryensis,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
11930,Acropora.solitaryensis,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18980,Caulastrea.tumida,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
19087,Caulastrea.tumida,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25776,Favia.favus,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
25825,Favia.favus,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27490,Favia.speciosa,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
27589,Favia.speciosa,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29508,Fungia.fungites,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
29522,Fungia.fungites,115,1,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32446,Goniastrea.australensis,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
32469,Goniastrea.australensis,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37265,Hydnophora.exesa,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
37273,Hydnophora.exesa,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49042,Mycedium.elephantotus,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
49220,Mycedium.elephantotus,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51444,Pavona.decussata,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
51488,Pavona.decussata,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
53982,Platygyra.sinensis,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54027,Platygyra.sinensis,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54551,Plesiastrea.versipora,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54584,Plesiastrea.versipora,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54663,Pocillopora.damicornis,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
54696,Pocillopora.damicornis,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58582,Porites.stephensoni,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
58704,Porites.stephensoni,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62480,Stylophora.pistillata,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
62576,Stylophora.pistillata,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64371,Turbinaria.mesenterina,165,1,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64405,Turbinaria.mesenterina,115,1,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64897,Turbinaria.radicalis,165,0,-9.926,144.048,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
65083,Turbinaria.radicalis,115,0,-9.926,144.053,1.567239761,27.14999962,0.52839762,-0.158197507,0.437846303,45.40159988,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3415,Acropora.cuneata,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
3453,Acropora.cuneata,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5462,Acropora.gemmifera,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5505,Acropora.gemmifera,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5588,Acropora.glauca,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
5692,Acropora.glauca,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6481,Acropora.humilis,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6489,Acropora.humilis,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6617,Acropora.hyacinthus,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
6776,Acropora.hyacinthus,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8204,Acropora.microclados,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8219,Acropora.microclados,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8666,Acropora.monticulosa,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
8844,Acropora.monticulosa,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11751,Acropora.solitaryensis,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
11878,Acropora.solitaryensis,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18981,Caulastrea.tumida,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
18995,Caulastrea.tumida,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25785,Favia.favus,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
25919,Favia.favus,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27498,Favia.speciosa,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
27565,Favia.speciosa,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29466,Fungia.fungites,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
29592,Fungia.fungites,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32466,Goniastrea.australensis,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
32505,Goniastrea.australensis,27,1,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37111,Hydnophora.exesa,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
37165,Hydnophora.exesa,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49081,Mycedium.elephantotus,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
49114,Mycedium.elephantotus,27,1,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51393,Pavona.decussata,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
51437,Pavona.decussata,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54144,Platygyra.sinensis,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54160,Platygyra.sinensis,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54387,Plesiastrea.versipora,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54441,Plesiastrea.versipora,27,1,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54670,Pocillopora.damicornis,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
54792,Pocillopora.damicornis,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58527,Porites.stephensoni,27,0,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
58635,Porites.stephensoni,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62497,Stylophora.pistillata,93,0,-9.918,144.03,1.598891377,27.22312546,0.524091303,-0.157918185,0.440551221,45.21184921,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
62537,Stylophora.pistillata,27,1,-9.918,144,1.609317422,27.22312546,0.535527587,-0.165675476,0.449317455,45.21184921,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
